## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_5874.Exophiala.xenobiotica.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_5874.Exophiala.xenobiotica.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_5874.Exophiala.xenobiotica.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1_RaGOO	5792572	0.5194	3733	78.8107	Eukaryota	8254.4	0	Ascomycota	8254.4	0	Chaetothyriales	8254.4	0	Herpotrichiellaceae	8254.4	0	Exophiala	8254.4	0	Exophiala xenobiotica	8254.4	0
scaffold_10_RaGOO	11023	0.5011	100	377.5564	Eukaryota	879.8	0	Ascomycota	879.8	0	Chaetothyriales	879.8	0	Herpotrichiellaceae	879.8	0	Exophiala	879.8	0	Exophiala oligosperma	879.8	0
scaffold_2_RaGOO	4558210	0.5184	3404	79.2757	Eukaryota	5883.1	0	Ascomycota	5883.1	0	Chaetothyriales	5883.1	0	Herpotrichiellaceae	5883.1	0	Exophiala	5883.1	0	Exophiala xenobiotica	5883.1	0
scaffold_3_RaGOO	5206735	0.5186	3614	79.3643	Eukaryota	8331.9	0	Ascomycota	8331.9	0	Chaetothyriales	8331.9	0	Herpotrichiellaceae	8331.9	0	Exophiala	8331.9	0	Exophiala xenobiotica	8331.9	0
scaffold_4_RaGOO	4012004	0.5178	2712	79.2446	Eukaryota	7284.1	0	Ascomycota	7284.1	0	Chaetothyriales	7284.1	0	Herpotrichiellaceae	7284.1	0	Exophiala	7284.1	0	Exophiala xenobiotica	7284.1	0
scaffold_5_RaGOO	3844061	0.5195	1524	78.3967	Eukaryota	4607.7	0	Ascomycota	4607.7	0	Chaetothyriales	4607.7	0	Herpotrichiellaceae	4607.7	0	Exophiala	4607.7	0	Exophiala xenobiotica	4607.7	0
scaffold_6_RaGOO	3562104	0.5176	2508	80.0283	Eukaryota	4807.7	0	Ascomycota	4807.7	0	Chaetothyriales	4807.7	0	Herpotrichiellaceae	4807.7	0	Exophiala	4807.7	0	Exophiala xenobiotica	4807.7	0
scaffold_7_RaGOO	3663611	0.5187	1209	78.7251	Eukaryota	7935.5	0	Ascomycota	7935.5	0	Chaetothyriales	7935.5	0	Herpotrichiellaceae	7935.5	0	Exophiala	7935.5	0	Exophiala xenobiotica	7935.5	0
scaffold_42_RaGOO	66973	0.511	0	78.4837	Eukaryota	1016.9	0	Ascomycota	1016.9	0	Chaetothyriales	1016.9	0	Herpotrichiellaceae	1016.9	0	Exophiala	1016.9	0	Exophiala dermatitidis	1016.9	0
scaffold_43_RaGOO	65452	0.5235	99	85.9124	Eukaryota	1793.4	0	Ascomycota	1793.4	0	Ascomycota-undef	1793.4	0	Pseudeurotiaceae	1793.4	0	Pseudogymnoascus	1793.4	0	Pseudogymnoascus sp. 23342-1-I1	1793.4	0
