## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_6196.Exophiala.xenobiotica.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_6196.Exophiala.xenobiotica.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_6196.Exophiala.xenobiotica.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1	5631273	0.5187	2044	88.9443	Eukaryota	8255.2	0	Ascomycota	8255.2	0	Chaetothyriales	8255.2	0	Herpotrichiellaceae	8255.2	0	Exophiala	8255.2	0	Exophiala xenobiotica	8255.2	0
scaffold_2	9608	0.5063	10	847.7348	Eukaryota	335.9	0	Streptophyta	335.9	0	Brassicales	335.9	0	Brassicaceae	335.9	0	Brassica	335.9	0	Brassica oleracea	335.9	0
scaffold_3	11051	0.2711	98	1746.577	Eukaryota	714.1	0	Ascomycota	714.1	0	Chaetothyriales	714.1	0	Herpotrichiellaceae	714.1	0	Exophiala	714.1	0	Exophiala dermatitidis	714.1	0
scaffold_4	4329996	0.5186	1433	88.82	Eukaryota	5863.1	0	Ascomycota	5863.1	0	Chaetothyriales	5863.1	0	Herpotrichiellaceae	5863.1	0	Exophiala	5863.1	0	Exophiala xenobiotica	5863.1	0
scaffold_5	4803574	0.5195	1219	88.1964	Eukaryota	8334.9	0	Ascomycota	8334.9	0	Chaetothyriales	8334.9	0	Herpotrichiellaceae	8334.9	0	Exophiala	8334.9	0	Exophiala xenobiotica	8334.9	0
scaffold_6	3992975	0.5169	1227	89.1848	Eukaryota	7284.9	0	Ascomycota	7284.9	0	Chaetothyriales	7284.9	0	Herpotrichiellaceae	7284.9	0	Exophiala	7284.9	0	Exophiala xenobiotica	7284.9	0
scaffold_7	3751903	0.5197	791	89.7931	Eukaryota	4733.6	0	Ascomycota	4733.6	0	Chaetothyriales	4733.6	0	Herpotrichiellaceae	4733.6	0	Exophiala	4733.6	0	Exophiala xenobiotica	4733.6	0
scaffold_8	3361309	0.5188	1398	90.3785	Eukaryota	4807.7	0	Ascomycota	4807.7	0	Chaetothyriales	4807.7	0	Herpotrichiellaceae	4807.7	0	Exophiala	4807.7	0	Exophiala xenobiotica	4807.7	0
scaffold_9	3698270	0.5196	739	90.0014	Eukaryota	7906.6	0	Ascomycota	7906.6	0	Chaetothyriales	7906.6	0	Herpotrichiellaceae	7906.6	0	Exophiala	7906.6	0	Exophiala xenobiotica	7906.6	0
scaffold_10	36759	0.5009	0	97.9189	Eukaryota	590.5	0	Ascomycota	590.5	0	Chaetothyriales	590.5	0	Herpotrichiellaceae	590.5	0	Exophiala	590.5	0	Exophiala oligosperma	590.5	0
scaffold_11	27017	0.4703	0	106.3569	Eukaryota	634.0	0	Ascomycota	634.0	0	Chaetothyriales	634.0	0	Herpotrichiellaceae	634.0	0	Exophiala	634.0	0	Exophiala oligosperma	634.0	0
scaffold_12	23217	0.5115	0	86.7827	Eukaryota	928.7	0	Ascomycota	928.7	0	Eurotiales	928.7	0	Aspergillaceae	928.7	0	Penicillium	928.7	0	Penicillium digitatum	928.7	0
scaffold_13	23197	0.5012	0	98.5438	Eukaryota	751.1	0	Ascomycota	751.1	0	Chaetothyriales	751.1	0	Herpotrichiellaceae	751.1	0	Exophiala	751.1	0	Exophiala oligosperma	751.1	0
scaffold_14	22455	0.5044	0	100.9288	Eukaryota	1707.9	0	Ascomycota	1707.9	0	Chaetothyriales	1707.9	0	Herpotrichiellaceae	1707.9	0	Exophiala	1707.9	0	Exophiala oligosperma	1707.9	0
scaffold_15	18815	0.4944	0	100.9264	Eukaryota	2841.6000000000004	0	Ascomycota	2841.6000000000004	0	Ascomycota-undef	2841.6000000000004	0	Ascomycota-undef	2841.6000000000004	0	Cryomyces	2841.6000000000004	0	Cryomyces minteri	2841.6000000000004	0
scaffold_16	14540	0.4985	0	95.3917	Eukaryota	751.9	0	Ascomycota	751.9	0	Chaetothyriales	751.9	0	Herpotrichiellaceae	751.9	0	Exophiala	751.9	0	Exophiala oligosperma	751.9	0
scaffold_17	14375	0.4979	0	99.5283	Eukaryota	1348.2	0	Ascomycota	1348.2	0	Chaetothyriales	1348.2	0	Herpotrichiellaceae	1348.2	0	Exophiala	1348.2	0	Exophiala oligosperma	1348.2	0
scaffold_18	13964	0.5109	0	95.877	Eukaryota	1728.8	0	Ascomycota	1728.8	0	Chaetothyriales	1728.8	0	Herpotrichiellaceae	1728.8	0	Exophiala	1728.8	0	Exophiala oligosperma	1728.8	0
scaffold_19	11627	0.2518	0	997.4906	Eukaryota	1126.3	0	Ascomycota	1126.3	0	Chaetothyriales	1126.3	0	Herpotrichiellaceae	1126.3	0	Exophiala	1126.3	0	Exophiala dermatitidis	1126.3	0
scaffold_20	11626	0.2518	0	980.5953	Eukaryota	1126.3	0	Ascomycota	1126.3	0	Chaetothyriales	1126.3	0	Herpotrichiellaceae	1126.3	0	Exophiala	1126.3	0	Exophiala dermatitidis	1126.3	0
scaffold_21	11080	0.4797	0	164.5882	Eukaryota	1353.1	0	Ascomycota	1353.1	0	Chaetothyriales	1353.1	0	Herpotrichiellaceae	1353.1	0	Exophiala	1353.1	0	Exophiala oligosperma	1353.1	0
scaffold_22	11024	0.2914	0	982.0454	Eukaryota	682.2	0	Ascomycota	682.2	0	Chaetothyriales	682.2	0	Herpotrichiellaceae	682.2	0	Exophiala	682.2	0	Exophiala dermatitidis	682.2	0
scaffold_23	9364	0.4895	0	112.6808	Eukaryota	472.6	0	Ascomycota	472.6	0	Chaetothyriales	472.6	0	Herpotrichiellaceae	472.6	0	Exophiala	472.6	0	Exophiala dermatitidis	472.6	0
scaffold_24	8669	0.4643	0	93.299	Eukaryota	704.0999999999999	0	Ascomycota	704.0999999999999	0	Chaetothyriales	704.0999999999999	0	Herpotrichiellaceae	704.0999999999999	0	Phialophora	704.0999999999999	0	Phialophora americana	704.0999999999999	0
scaffold_25	8298	0.3349	0	111.6524	Eukaryota	342.8	0	Ascomycota	342.8	0	Eurotiales	342.8	0	Aspergillaceae	342.8	0	Penicillium	342.8	0	Penicillium nalgiovense	342.8	0
scaffold_26	7187	0.5133	0	124.1484	Eukaryota	605.9	0	Ascomycota	605.9	0	Chaetothyriales	605.9	0	Herpotrichiellaceae	605.9	0	Exophiala	605.9	0	Exophiala spinifera	605.9	0
scaffold_27	6823	0.4901	0	115.7828	Eukaryota	609.8	0	Ascomycota	609.8	0	Chaetothyriales	609.8	0	Herpotrichiellaceae	609.8	0	Exophiala	609.8	0	Exophiala oligosperma	609.8	0
