## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_5784.Exophiala.sideris.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_5784.Exophiala.sideris.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_5784.Exophiala.sideris.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1	5938252	0.5188	3615	99.7041	Eukaryota	8257.1	0	Ascomycota	8257.1	0	Chaetothyriales	8257.1	0	Herpotrichiellaceae	8257.1	0	Exophiala	8257.1	0	Exophiala xenobiotica	8257.1	0
scaffold_2	5212	0.5029	0	1864.1705	Eukaryota	273.9	0	Streptophyta	273.9	0	Fabales	273.9	0	Fabaceae	273.9	0	Glycine	273.9	0	Glycine max	273.9	0
scaffold_3	6920	0.2457	0	6672.7792	Eukaryota	890.6	0	Ascomycota	890.6	0	Chaetothyriales	890.6	0	Herpotrichiellaceae	890.6	0	Exophiala	890.6	0	Exophiala dermatitidis	890.6	0
scaffold_4	4638791	0.5163	3922	99.7225	Eukaryota	5880.4	0	Ascomycota	5880.4	0	Chaetothyriales	5880.4	0	Herpotrichiellaceae	5880.4	0	Exophiala	5880.4	0	Exophiala xenobiotica	5880.4	0
scaffold_5	5441616	0.5173	3292	99.568	Eukaryota	8333.0	0	Ascomycota	8333.0	0	Chaetothyriales	8333.0	0	Herpotrichiellaceae	8333.0	0	Exophiala	8333.0	0	Exophiala xenobiotica	8333.0	0
scaffold_6	3894823	0.5173	1329	98.102	Eukaryota	7284.1	0	Ascomycota	7284.1	0	Chaetothyriales	7284.1	0	Herpotrichiellaceae	7284.1	0	Exophiala	7284.1	0	Exophiala xenobiotica	7284.1	0
scaffold_7	3980413	0.5195	1316	98.7651	Eukaryota	4745.599999999999	0	Ascomycota	4745.599999999999	0	Chaetothyriales	4745.599999999999	0	Herpotrichiellaceae	4745.599999999999	0	Exophiala	4745.599999999999	0	Exophiala xenobiotica	4745.599999999999	0
scaffold_8	3573319	0.5172	1692	98.5691	Eukaryota	4810.0	0	Ascomycota	4810.0	0	Chaetothyriales	4810.0	0	Herpotrichiellaceae	4810.0	0	Exophiala	4810.0	0	Exophiala xenobiotica	4810.0	0
scaffold_9	3549082	0.5197	1499	98.954	Eukaryota	7915.1	0	Ascomycota	7915.1	0	Chaetothyriales	7915.1	0	Herpotrichiellaceae	7915.1	0	Exophiala	7915.1	0	Exophiala xenobiotica	7915.1	0
scaffold_10	113843	0.5188	0	102.6412	Eukaryota	1217.2	0	Ascomycota	1217.2	0	Chaetothyriales	1217.2	0	Herpotrichiellaceae	1217.2	0	Phialophora	1217.2	0	Phialophora americana	1217.2	0
scaffold_11	104817	0.4986	0	109.7966	Eukaryota	1001.9	0	Ascomycota	1001.9	0	Chaetothyriales	1001.9	0	Herpotrichiellaceae	1001.9	0	Exophiala	1001.9	0	Exophiala oligosperma	1001.9	0
scaffold_12	66460	0.496	0	105.6175	Eukaryota	1531.5	0	Ascomycota	1531.5	0	Chaetothyriales	1531.5	0	Herpotrichiellaceae	1531.5	0	Cladophialophora	1531.5	0	Cladophialophora psammophila	1531.5	0
scaffold_13	64677	0.5241	98	103.0289	Eukaryota	1793.4	0	Ascomycota	1793.4	0	Ascomycota-undef	1793.4	0	Pseudeurotiaceae	1793.4	0	Pseudogymnoascus	1793.4	0	Pseudogymnoascus sp. 23342-1-I1	1793.4	0
scaffold_14	40380	0.4681	0	107.3991	Eukaryota	2105.8	0	Ascomycota	2105.8	0	Ascomycota-undef	2105.8	0	Pseudeurotiaceae	2105.8	0	Pseudogymnoascus	2105.8	0	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	2105.8	0
scaffold_15	38839	0.5045	0	103.8142	Eukaryota	764.6	0	Ascomycota	764.6	0	Chaetothyriales	764.6	0	Herpotrichiellaceae	764.6	0	Exophiala	764.6	0	Exophiala oligosperma	764.6	0
scaffold_16	35825	0.5027	0	127.8677	Eukaryota	1298.5	0	Ascomycota	1298.5	0	Chaetothyriales	1298.5	0	Herpotrichiellaceae	1298.5	0	Rhinocladiella	1298.5	0	Rhinocladiella mackenziei	1298.5	0
scaffold_17	31901	0.5	0	99.7059	Eukaryota	1177.2	0	Ascomycota	1177.2	0	Chaetothyriales	1177.2	0	Herpotrichiellaceae	1177.2	0	Exophiala	1177.2	0	Exophiala oligosperma	1177.2	0
scaffold_18	31624	0.5019	0	188.5584	Eukaryota	523.5	0	Ascomycota	523.5	0	Chaetothyriales	523.5	0	Herpotrichiellaceae	523.5	0	Fonsecaea	523.5	0	Fonsecaea erecta	523.5	0
scaffold_19	31250	0.3403	196	98.7161	Eukaryota	149.8	0	Ascomycota	149.8	0	Chaetothyriales	149.8	0	Herpotrichiellaceae	149.8	0	Capronia	149.8	0	Capronia coronata	149.8	0
scaffold_20	30664	0.5125	0	117.8695	Eukaryota	627.9	0	Ascomycota	627.9	0	Chaetothyriales	627.9	0	Herpotrichiellaceae	627.9	0	Fonsecaea	627.9	0	Fonsecaea pedrosoi	627.9	0
scaffold_21	28300	0.5155	0	102.6622	Eukaryota	553.9	0	Ascomycota	553.9	0	Capnodiales	553.9	0	Cladosporiaceae	553.9	0	Rachicladosporium	553.9	0	Rachicladosporium antarcticum	553.9	0
scaffold_22	28000	0.502	0	100.5104	Eukaryota	2257.3	0	Ascomycota	2257.3	0	Chaetothyriales	2257.3	0	Herpotrichiellaceae	2257.3	0	Exophiala	2257.3	0	Exophiala oligosperma	2257.3	0
scaffold_23	26696	0.5025	0	110.4604	Eukaryota	1873.1	0	Ascomycota	1873.1	0	Chaetothyriales	1873.1	0	Herpotrichiellaceae	1873.1	0	Exophiala	1873.1	0	Exophiala oligosperma	1873.1	0
scaffold_24	26546	0.5084	98	127.2947	Eukaryota	607.4	0	Ascomycota	607.4	0	Chaetothyriales	607.4	0	Herpotrichiellaceae	607.4	0	Exophiala	607.4	0	Exophiala xenobiotica	607.4	0
scaffold_25	25161	0.5067	0	108.5762	Eukaryota	895.5	0	Ascomycota	895.5	0	Chaetothyriales	895.5	0	Herpotrichiellaceae	895.5	0	Exophiala	895.5	0	Exophiala sideris	895.5	0
scaffold_26	24210	0.4955	0	102.5746	Eukaryota	1560.0	0	Ascomycota	1560.0	0	Chaetothyriales	1560.0	0	Herpotrichiellaceae	1560.0	0	Exophiala	1560.0	0	Exophiala oligosperma	1560.0	0
scaffold_27	23708	0.5113	0	101.4844	Eukaryota	734.6	0	Ascomycota	734.6	0	Chaetothyriales	734.6	0	Herpotrichiellaceae	734.6	0	Phialophora	734.6	0	Phialophora americana	734.6	0
scaffold_28	22482	0.5094	0	106.601	Eukaryota	852.8	0	Ascomycota	852.8	0	Chaetothyriales	852.8	0	Herpotrichiellaceae	852.8	0	Exophiala	852.8	0	Exophiala xenobiotica	852.8	0
scaffold_29	21201	0.5043	0	98.1904	Eukaryota	562.7	0	Ascomycota	562.7	0	Chaetothyriales	562.7	0	Herpotrichiellaceae	562.7	0	Exophiala	562.7	0	Exophiala xenobiotica	562.7	0
scaffold_30	20760	0.5077	96	106.5977	Eukaryota	612.5	0	Ascomycota	612.5	0	Chaetothyriales	612.5	0	Herpotrichiellaceae	612.5	0	Phialophora	612.5	0	Phialophora americana	612.5	0
scaffold_31	20446	0.4964	0	139.8534	Eukaryota	880.9	0	Ascomycota	880.9	0	Chaetothyriales	880.9	0	Herpotrichiellaceae	880.9	0	Exophiala	880.9	0	Exophiala oligosperma	880.9	0
scaffold_32	20016	0.4946	0	120.6203	Eukaryota	341.6	0	Ascomycota	341.6	0	Chaetothyriales	341.6	0	Herpotrichiellaceae	341.6	0	Cladophialophora	341.6	0	Cladophialophora immunda	341.6	0
scaffold_33	19156	0.5189	0	117.9998	Eukaryota	2077.4	0	Ascomycota	2077.4	0	Ascomycota-undef	2077.4	0	Pseudeurotiaceae	2077.4	0	Pseudogymnoascus	2077.4	0	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	2077.4	0
scaffold_34	18363	0.4955	0	153.3075	Eukaryota	616.3	0	Ascomycota	616.3	0	Chaetothyriales	616.3	0	Herpotrichiellaceae	616.3	0	Exophiala	616.3	0	Exophiala xenobiotica	616.3	0
scaffold_35	17544	0.4975	0	137.013	Eukaryota	241.1	0	Ascomycota	241.1	0	Chaetothyriales	241.1	0	Herpotrichiellaceae	241.1	0	Exophiala	241.1	0	Exophiala spinifera	241.1	0
scaffold_36	17378	0.5105	0	103.3362	Eukaryota	1005.4	0	Ascomycota	1005.4	0	Chaetothyriales	1005.4	0	Herpotrichiellaceae	1005.4	0	Fonsecaea	1005.4	0	Fonsecaea multimorphosa	1005.4	0
scaffold_37	16291	0.5103	0	125.2415	Eukaryota	1404.4	0	Ascomycota	1404.4	0	Chaetothyriales	1404.4	0	Herpotrichiellaceae	1404.4	0	Exophiala	1404.4	0	Exophiala oligosperma	1404.4	0
scaffold_38	16231	0.5181	94	203.2388	Eukaryota	646.4	0	Ascomycota	646.4	0	Chaetothyriales	646.4	0	Herpotrichiellaceae	646.4	0	Exophiala	646.4	0	Exophiala oligosperma	646.4	0
