## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_6328.Exophiala.sideris.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_6328.Exophiala.sideris.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_6328.Exophiala.sideris.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1	6859321	0.5096	2267	451.9093	Eukaryota	8447.0	0	Ascomycota	8447.0	0	Chaetothyriales	8447.0	0	Herpotrichiellaceae	8447.0	0	Exophiala	8447.0	0	Exophiala sideris	8447.0	0
scaffold_2	3628466	0.5089	503	455.1401	Eukaryota	6046.8	0	Ascomycota	6046.8	0	Chaetothyriales	6046.8	0	Herpotrichiellaceae	6046.8	0	Exophiala	6046.8	0	Exophiala sideris	6046.8	0
scaffold_3	4800581	0.5098	1287	449.5482	Eukaryota	8647.3	0	Ascomycota	8647.3	0	Chaetothyriales	8647.3	0	Herpotrichiellaceae	8647.3	0	Exophiala	8647.3	0	Exophiala sideris	8647.3	0
scaffold_4	2981547	0.5038	991	483.1659	Eukaryota	7423.2	0	Ascomycota	7423.2	0	Chaetothyriales	7423.2	0	Herpotrichiellaceae	7423.2	0	Exophiala	7423.2	0	Exophiala sideris	7423.2	0
scaffold_5	3536483	0.5105	995	451.9121	Eukaryota	5472.5	0	Ascomycota	5472.5	0	Chaetothyriales	5472.5	0	Herpotrichiellaceae	5472.5	0	Exophiala	5472.5	0	Exophiala sideris	5472.5	0
scaffold_6	3483578	0.5081	1190	451.8058	Eukaryota	4942.5	0	Ascomycota	4942.5	0	Chaetothyriales	4942.5	0	Herpotrichiellaceae	4942.5	0	Exophiala	4942.5	0	Exophiala sideris	4942.5	0
scaffold_7	3550615	0.5082	988	450.8978	Eukaryota	8717.4	0	Ascomycota	8717.4	0	Chaetothyriales	8717.4	0	Herpotrichiellaceae	8717.4	0	Exophiala	8717.4	0	Exophiala sideris	8717.4	0
scaffold_8	117623	0.5123	0	502.6057	Eukaryota	3127.0	0	Ascomycota	3127.0	0	Chaetothyriales	3127.0	0	Herpotrichiellaceae	3127.0	0	Phialophora	3127.0	0	Phialophora attae	3127.0	0
scaffold_9	103608	0.4631	289	419.9385	Eukaryota	569.7	0	Ascomycota	569.7	0	Chaetothyriales	569.7	0	Herpotrichiellaceae	569.7	0	Exophiala	569.7	0	Exophiala xenobiotica	569.7	0
scaffold_10	75595	0.5063	0	477.1947	Eukaryota	741.1	0	Ascomycota	741.1	0	Chaetothyriales	741.1	0	Herpotrichiellaceae	741.1	0	Rhinocladiella	741.1	0	Rhinocladiella mackenziei	741.1	0
scaffold_11	55636	0.5084	0	490.9472	Eukaryota	1090.8000000000002	0	Ascomycota	1090.8000000000002	0	Chaetothyriales	1090.8000000000002	0	Herpotrichiellaceae	1090.8000000000002	0	Exophiala	1090.8000000000002	0	Exophiala sideris	1090.8000000000002	0
scaffold_12	45500	0.4934	0	447.0042	Eukaryota	683.7	0	Ascomycota	683.7	0	Chaetothyriales	683.7	0	Herpotrichiellaceae	683.7	0	Fonsecaea	683.7	0	Fonsecaea multimorphosa	683.7	0
scaffold_13	45138	0.4932	0	451.709	Eukaryota	562.4	0	Ascomycota	562.4	0	Chaetothyriales	562.4	0	Herpotrichiellaceae	562.4	0	Fonsecaea	562.4	0	Fonsecaea pedrosoi	562.4	0
scaffold_14	35643	0.4939	0	449.3847	Eukaryota	969.1	0	Ascomycota	969.1	0	Chaetothyriales	969.1	0	Herpotrichiellaceae	969.1	0	Exophiala	969.1	0	Exophiala sideris	969.1	0
scaffold_15	31916	0.497	0	460.7078	Eukaryota	797.7	0	Ascomycota	797.7	0	Chaetothyriales	797.7	0	Herpotrichiellaceae	797.7	0	Rhinocladiella	797.7	0	Rhinocladiella mackenziei	797.7	0
scaffold_16	31320	0.4874	0	479.1588	Eukaryota	961.8	0	Ascomycota	961.8	0	Ascomycota-undef	961.8	0	Myxotrichaceae	961.8	0	Oidiodendron	961.8	0	Oidiodendron maius	961.8	0
scaffold_17	30360	0.493	96	463.8137	Eukaryota	551.6	0	Ascomycota	551.6	0	Chaetothyriales	551.6	0	Herpotrichiellaceae	551.6	0	Fonsecaea	551.6	0	Fonsecaea pedrosoi	551.6	0
scaffold_18	27547	0.4947	0	649.3903	Eukaryota	461.8	0	Ascomycota	461.8	0	Chaetothyriales	461.8	0	Herpotrichiellaceae	461.8	0	Rhinocladiella	461.8	0	Rhinocladiella mackenziei	461.8	0
scaffold_19	18611	0.5157	0	483.557	Eukaryota	528.5	0	Ascomycota	528.5	0	Chaetothyriales	528.5	0	Herpotrichiellaceae	528.5	0	Capronia	528.5	0	Capronia coronata	528.5	0
scaffold_20	13610	0.5157	0	1371.8144	Eukaryota	1449.9	0	Ascomycota	1449.9	0	Chaetothyriales	1449.9	0	Herpotrichiellaceae	1449.9	0	Exophiala	1449.9	0	Exophiala sideris	1449.9	0
scaffold_21	13030	0.498	0	459.1273	Eukaryota	1024.2	0	Ascomycota	1024.2	0	Chaetothyriales	1024.2	0	Herpotrichiellaceae	1024.2	0	Exophiala	1024.2	0	Exophiala sideris	1024.2	0
scaffold_22	11646	0.5065	0	473.3861	Eukaryota	711.0	0	Ascomycota	711.0	0	Chaetothyriales	711.0	0	Herpotrichiellaceae	711.0	0	Rhinocladiella	711.0	0	Rhinocladiella mackenziei	711.0	0
scaffold_23	11437	0.5028	0	446.2859	Eukaryota	507.3	0	Ascomycota	507.3	0	Chaetothyriales	507.3	0	Herpotrichiellaceae	507.3	0	Exophiala	507.3	0	Exophiala oligosperma	507.3	0
scaffold_24	11302	0.4761	0	461.3054	Eukaryota	595.5	0	Ascomycota	595.5	0	Chaetothyriales	595.5	0	Herpotrichiellaceae	595.5	0	Exophiala	595.5	0	Exophiala sideris	595.5	0
scaffold_25	11018	0.5004	0	513.2422	Eukaryota	671.3	0	Ascomycota	671.3	0	Chaetothyriales	671.3	0	Herpotrichiellaceae	671.3	0	Rhinocladiella	671.3	0	Rhinocladiella mackenziei	671.3	0
scaffold_26	10923	0.4496	0	461.5819	Eukaryota	451.1	0	Ascomycota	451.1	0	Chaetothyriales	451.1	0	Herpotrichiellaceae	451.1	0	Fonsecaea	451.1	0	Fonsecaea pedrosoi	451.1	0
scaffold_27	10341	0.3959	0	388.6425	Eukaryota	668.7	0	Ascomycota	668.7	0	Chaetothyriales	668.7	0	Herpotrichiellaceae	668.7	0	Exophiala	668.7	0	Exophiala sideris	668.7	0
scaffold_28	10298	0.2431	0	1933.1058	Eukaryota	1112.1	0	Ascomycota	1112.1	0	Chaetothyriales	1112.1	0	Herpotrichiellaceae	1112.1	0	Exophiala	1112.1	0	Exophiala dermatitidis	1112.1	0
scaffold_29	9537	0.4474	0	430.26	Eukaryota	1207.6000000000001	0	Ascomycota	1207.6000000000001	0	Chaetothyriales	1207.6000000000001	0	Herpotrichiellaceae	1207.6000000000001	0	Exophiala	1207.6000000000001	0	Exophiala sideris	1207.6000000000001	0
scaffold_30	8412	0.5023	0	469.0249	Eukaryota	959.5	0	Ascomycota	959.5	0	Chaetothyriales	959.5	0	Herpotrichiellaceae	959.5	0	Exophiala	959.5	0	Exophiala sideris	959.5	0
scaffold_31	8295	0.4903	0	453.2899	Eukaryota	399.5	0	Ascomycota	399.5	0	Chaetothyriales	399.5	0	Herpotrichiellaceae	399.5	0	Exophiala	399.5	0	Exophiala sideris	399.5	0
scaffold_32	7993	0.5306	0	456.4716	Eukaryota	246.5	0	Ascomycota	246.5	0	Chaetothyriales	246.5	0	Herpotrichiellaceae	246.5	0	Exophiala	246.5	0	Exophiala oligosperma	246.5	0
scaffold_33	7406	0.4999	193	880.103	Eukaryota	1168.7	0	Ascomycota	1168.7	0	Eurotiales	1168.7	0	Aspergillaceae	1168.7	0	Penicillium	1168.7	0	Penicillium nalgiovense	1168.7	0
scaffold_34	6757	0.4009	0	482.0894	Eukaryota	327.0	0	Ascomycota	327.0	0	Chaetothyriales	327.0	0	Herpotrichiellaceae	327.0	0	Capronia	327.0	0	Capronia coronata	327.0	0
scaffold_35	6175	0.3535	0	509.771	Eukaryota	685.6	0	Ascomycota	685.6	0	Chaetothyriales	685.6	0	Herpotrichiellaceae	685.6	0	Exophiala	685.6	0	Exophiala sideris	685.6	0
scaffold_36	5821	0.2927	0	2811.0543	Eukaryota	939.9	0	Ascomycota	939.9	0	Chaetothyriales	939.9	0	Herpotrichiellaceae	939.9	0	Exophiala	939.9	0	Exophiala dermatitidis	939.9	0
scaffold_37	5748	0.4861	194	898.6872	Eukaryota	635.1	0	Ascomycota	635.1	0	Chaetothyriales	635.1	0	Herpotrichiellaceae	635.1	0	Fonsecaea	635.1	0	Fonsecaea pedrosoi	635.1	0
scaffold_38	5613	0.2606	0	3717.573	Eukaryota	440.7	0	Ascomycota	440.7	0	Chaetothyriales	440.7	0	Herpotrichiellaceae	440.7	0	Exophiala	440.7	0	Exophiala dermatitidis	440.7	0
scaffold_39	5434	0.4827	0	438.3808	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
scaffold_40	5420	0.503	0	426.1046	Eukaryota	874.4	0	Ascomycota	874.4	0	Chaetothyriales	874.4	0	Herpotrichiellaceae	874.4	0	Exophiala	874.4	0	Exophiala sideris	874.4	0
scaffold_41	5224	0.5402	0	441.1803	Eukaryota	339.0	0	Ascomycota	339.0	0	Glomerellales	339.0	0	Glomerellaceae	339.0	0	Colletotrichum	339.0	0	Colletotrichum higginsianum	339.0	0
scaffold_42	4689	0.5041	97	921.5277	Eukaryota	671.8	0	Ascomycota	671.8	0	Chaetothyriales	671.8	0	Herpotrichiellaceae	671.8	0	Rhinocladiella	671.8	0	Rhinocladiella mackenziei	671.8	0
scaffold_43	4338	0.3276	0	311.7873	Eukaryota	702.2	0	Eukaryota-undef	702.2	0	Eukaryota-undef	702.2	0	Eukaryota-undef	702.2	0	Eukaryota-undef	702.2	0	fungal sp. No.11243	702.2	0
scaffold_44	4240	0.5012	0	800.5722	Eukaryota	550.8	0	Ascomycota	550.8	0	Chaetothyriales	550.8	0	Herpotrichiellaceae	550.8	0	Fonsecaea	550.8	0	Fonsecaea multimorphosa	550.8	0
scaffold_45	4045	0.4944	0	872.8835	Eukaryota	424.1	0	Ascomycota	424.1	0	Chaetothyriales	424.1	0	Herpotrichiellaceae	424.1	0	Rhinocladiella	424.1	0	Rhinocladiella mackenziei	424.1	0
scaffold_46	3920	0.2485	0	338.8185	Eukaryota	436.8	0	Ascomycota	436.8	0	Chaetothyriales	436.8	0	Herpotrichiellaceae	436.8	0	Exophiala	436.8	0	Exophiala sideris	436.8	0
scaffold_47	3862	0.4218	0	1417.3242	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
scaffold_48	3776	0.397	0	378.1802	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
scaffold_49	3772	0.4141	0	2890.9236	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
scaffold_50	3745	0.3282	0	303.8371	Eukaryota	221.1	0	Ascomycota	221.1	0	Chaetothyriales	221.1	0	Herpotrichiellaceae	221.1	0	Exophiala	221.1	0	Exophiala spinifera	221.1	0
scaffold_51	3669	0.4824	0	459.5859	Eukaryota	209.9	0	Ascomycota	209.9	0	Chaetothyriales	209.9	0	Herpotrichiellaceae	209.9	0	Capronia	209.9	0	Capronia epimyces	209.9	0
scaffold_52	3346	0.4952	0	858.0814	Eukaryota	230.3	0	Ascomycota	230.3	0	Chaetothyriales	230.3	0	Herpotrichiellaceae	230.3	0	Exophiala	230.3	0	Exophiala oligosperma	230.3	0
scaffold_53	3344	0.3741	0	625.6049	Eukaryota	295.4	0	Eukaryota-undef	295.4	0	Eukaryota-undef	295.4	0	Eukaryota-undef	295.4	0	Eukaryota-undef	295.4	0	fungal sp. No.11243	295.4	0
scaffold_54	3321	0.5309	0	1695.814	Eukaryota	220.7	0	Ascomycota	220.7	0	Ascomycota-undef	220.7	0	Ascomycota-undef	220.7	0	Scytalidium	220.7	0	Scytalidium lignicola	220.7	0
scaffold_55	3210	0.5184	0	430.2489	Eukaryota	875.9000000000001	0	Ascomycota	875.9000000000001	0	Chaetothyriales	875.9000000000001	0	Herpotrichiellaceae	875.9000000000001	0	Exophiala	875.9000000000001	0	Exophiala sideris	875.9000000000001	0
scaffold_56	3179	0.4876	0	892.763	Eukaryota	319.3	0	Ascomycota	319.3	0	Chaetothyriales	319.3	0	Herpotrichiellaceae	319.3	0	Rhinocladiella	319.3	0	Rhinocladiella mackenziei	319.3	0
scaffold_57	3140	0.5971	0	4545.3008	Bacteria	479.9	0	Proteobacteria	479.9	0	Rickettsiales	479.9	0	Rickettsiaceae	479.9	0	Rickettsiaceae-undef	479.9	0	Rickettsiaceae bacterium	479.9	0
scaffold_58	3094	0.4822	0	814.6443	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
scaffold_59	3063	0.5132	0	3087.2971	Eukaryota	620.2	0	Ascomycota	620.2	0	Chaetothyriales	620.2	0	Herpotrichiellaceae	620.2	0	Exophiala	620.2	0	Exophiala sideris	620.2	0
scaffold_60	2816	0.2979	0	3463.5125	Eukaryota	141.4	0	Ascomycota	141.4	0	Chaetothyriales	141.4	0	Herpotrichiellaceae	141.4	0	Exophiala	141.4	0	Exophiala dermatitidis	141.4	0
scaffold_61	2793	0.4211	0	806.4286	Eukaryota	824.3	0	Ascomycota	824.3	0	Chaetothyriales	824.3	0	Herpotrichiellaceae	824.3	0	Exophiala	824.3	0	Exophiala sideris	824.3	0
scaffold_62	2769	0.4828	0	506.4079	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
scaffold_63	2715	0.4759	0	886.9491	Eukaryota	629.8	0	Ascomycota	629.8	0	Chaetothyriales	629.8	0	Herpotrichiellaceae	629.8	0	Exophiala	629.8	0	Exophiala sideris	629.8	0
scaffold_64	2609	0.5153	96	4077.6486	Eukaryota	389.4	0	Ascomycota	389.4	0	Chaetothyriales	389.4	0	Herpotrichiellaceae	389.4	0	Capronia	389.4	0	Capronia coronata	389.4	0
scaffold_65	2450	0.4796	0	523.1343	Eukaryota	398.29999999999995	0	Ascomycota	398.29999999999995	0	Chaetothyriales	398.29999999999995	0	Herpotrichiellaceae	398.29999999999995	0	Rhinocladiella	398.29999999999995	0	Rhinocladiella mackenziei	398.29999999999995	0
scaffold_66	2349	0.5172	0	377.522	Eukaryota	188.7	0	Ascomycota	188.7	0	Chaetothyriales	188.7	0	Herpotrichiellaceae	188.7	0	Exophiala	188.7	0	Exophiala oligosperma	188.7	0
scaffold_67	2253	0.4785	0	524.1272	Eukaryota	214.2	0	Ascomycota	214.2	0	Verrucariales	214.2	0	Verrucariaceae	214.2	0	Endocarpon	214.2	0	Endocarpon pusillum	214.2	0
scaffold_68	2181	0.2444	0	369.7492	Eukaryota	164.9	0	Ascomycota	164.9	0	Hypocreales	164.9	0	Clavicipitaceae	164.9	0	Metarhizium	164.9	0	Metarhizium anisopliae	164.9	0
