## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_6059.Exophiala.xenobiotica.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_6059.Exophiala.xenobiotica.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_6059.Exophiala.xenobiotica.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1	5841389	0.5187	3834	239.0846	Eukaryota	8256.7	0	Ascomycota	8256.7	0	Chaetothyriales	8256.7	0	Herpotrichiellaceae	8256.7	0	Exophiala	8256.7	0	Exophiala xenobiotica	8256.7	0
scaffold_2	3707	0.4934	0	2783.2054	Eukaryota	257.7	0	Streptophyta	257.7	0	Fabales	257.7	0	Fabaceae	257.7	0	Glycine	257.7	0	Glycine max	257.7	0
scaffold_3	17565	0.2502	0	1116.7671	Eukaryota	1126.3	0	Ascomycota	1126.3	0	Chaetothyriales	1126.3	0	Herpotrichiellaceae	1126.3	0	Exophiala	1126.3	0	Exophiala dermatitidis	1126.3	0
scaffold_4	4762241	0.5183	3305	238.3388	Eukaryota	5871.6	0	Ascomycota	5871.6	0	Chaetothyriales	5871.6	0	Herpotrichiellaceae	5871.6	0	Exophiala	5871.6	0	Exophiala xenobiotica	5871.6	0
scaffold_5	5102436	0.5192	2516	239.3939	Eukaryota	8337.6	0	Ascomycota	8337.6	0	Chaetothyriales	8337.6	0	Herpotrichiellaceae	8337.6	0	Exophiala	8337.6	0	Exophiala xenobiotica	8337.6	0
scaffold_6	3899586	0.5183	1915	237.3392	Eukaryota	7284.1	0	Ascomycota	7284.1	0	Chaetothyriales	7284.1	0	Herpotrichiellaceae	7284.1	0	Exophiala	7284.1	0	Exophiala xenobiotica	7284.1	0
scaffold_7	4061620	0.5195	1721	245.2248	Eukaryota	4606.599999999999	0	Ascomycota	4606.599999999999	0	Chaetothyriales	4606.599999999999	0	Herpotrichiellaceae	4606.599999999999	0	Exophiala	4606.599999999999	0	Exophiala xenobiotica	4606.599999999999	0
scaffold_8	3601501	0.5186	2223	241.7992	Eukaryota	4810.0	0	Ascomycota	4810.0	0	Chaetothyriales	4810.0	0	Herpotrichiellaceae	4810.0	0	Exophiala	4810.0	0	Exophiala xenobiotica	4810.0	0
scaffold_9	3618909	0.5177	1434	237.3117	Eukaryota	7915.1	0	Ascomycota	7915.1	0	Chaetothyriales	7915.1	0	Herpotrichiellaceae	7915.1	0	Exophiala	7915.1	0	Exophiala xenobiotica	7915.1	0
scaffold_10	98445	0.4988	0	224.3611	Eukaryota	1095.8999999999999	0	Ascomycota	1095.8999999999999	0	Chaetothyriales	1095.8999999999999	0	Herpotrichiellaceae	1095.8999999999999	0	Exophiala	1095.8999999999999	0	Exophiala oligosperma	1095.8999999999999	0
scaffold_11	65956	0.513	0	244.7584	Eukaryota	593.6	0	Ascomycota	593.6	0	Chaetothyriales	593.6	0	Herpotrichiellaceae	593.6	0	Cladophialophora	593.6	0	Cladophialophora psammophila	593.6	0
scaffold_12	62599	0.5253	99	241.8028	Eukaryota	1793.4	0	Ascomycota	1793.4	0	Ascomycota-undef	1793.4	0	Pseudeurotiaceae	1793.4	0	Pseudogymnoascus	1793.4	0	Pseudogymnoascus sp. 23342-1-I1	1793.4	0
scaffold_13	54859	0.49	0	231.3434	Eukaryota	2105.8	0	Ascomycota	2105.8	0	Ascomycota-undef	2105.8	0	Pseudeurotiaceae	2105.8	0	Pseudogymnoascus	2105.8	0	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	2105.8	0
scaffold_14	47215	0.5014	0	239.707	Eukaryota	523.5	0	Ascomycota	523.5	0	Chaetothyriales	523.5	0	Herpotrichiellaceae	523.5	0	Fonsecaea	523.5	0	Fonsecaea erecta	523.5	0
scaffold_15	42578	0.5094	0	223.2737	Eukaryota	1002.7	0	Ascomycota	1002.7	0	Chaetothyriales	1002.7	0	Herpotrichiellaceae	1002.7	0	Fonsecaea	1002.7	0	Fonsecaea multimorphosa	1002.7	0
scaffold_16	41893	0.5064	0	232.4271	Eukaryota	531.9	0	Ascomycota	531.9	0	Ascomycota-undef	531.9	0	Ascomycota-undef	531.9	0	Scytalidium	531.9	0	Scytalidium lignicola	531.9	0
scaffold_17	37900	0.5024	0	222.5173	Eukaryota	764.6	0	Ascomycota	764.6	0	Chaetothyriales	764.6	0	Herpotrichiellaceae	764.6	0	Exophiala	764.6	0	Exophiala oligosperma	764.6	0
scaffold_18	34024	0.5075	0	264.901	Eukaryota	1047.0	0	Ascomycota	1047.0	0	Chaetothyriales	1047.0	0	Herpotrichiellaceae	1047.0	0	Exophiala	1047.0	0	Exophiala oligosperma	1047.0	0
scaffold_19	33632	0.503	0	232.1431	Eukaryota	562.7	0	Ascomycota	562.7	0	Chaetothyriales	562.7	0	Herpotrichiellaceae	562.7	0	Exophiala	562.7	0	Exophiala xenobiotica	562.7	0
scaffold_20	29573	0.5022	93	257.8381	Eukaryota	1157.9	0	Ascomycota	1157.9	0	Chaetothyriales	1157.9	0	Herpotrichiellaceae	1157.9	0	Cladophialophora	1157.9	0	Cladophialophora immunda	1157.9	0
scaffold_21	27827	0.403	0	202.854	Eukaryota	1167.5	0	Eukaryota-undef	1167.5	0	Eukaryota-undef	1167.5	0	Eukaryota-undef	1167.5	0	Eukaryota-undef	1167.5	0	fungal sp. No.11243	1167.5	0
scaffold_22	26336	0.5105	99	232.4316	Eukaryota	1131.7	0	Ascomycota	1131.7	0	Chaetothyriales	1131.7	0	Herpotrichiellaceae	1131.7	0	Exophiala	1131.7	0	Exophiala oligosperma	1131.7	0
scaffold_23	26119	0.5241	0	234.6427	Eukaryota	3133.6	0	Ascomycota	3133.6	0	Chaetothyriales	3133.6	0	Herpotrichiellaceae	3133.6	0	Phialophora	3133.6	0	Phialophora attae	3133.6	0
scaffold_24	25385	0.4957	0	221.9629	Eukaryota	1378.2	0	Ascomycota	1378.2	0	Chaetothyriales	1378.2	0	Herpotrichiellaceae	1378.2	0	Exophiala	1378.2	0	Exophiala oligosperma	1378.2	0
scaffold_25	24529	0.5027	0	244.253	Eukaryota	427.9	0	Ascomycota	427.9	0	Chaetothyriales	427.9	0	Cyphellophoraceae	427.9	0	Cyphellophora	427.9	0	Cyphellophora europaea	427.9	0
scaffold_26	24479	0.4954	0	223.1993	Eukaryota	1560.0	0	Ascomycota	1560.0	0	Chaetothyriales	1560.0	0	Herpotrichiellaceae	1560.0	0	Exophiala	1560.0	0	Exophiala oligosperma	1560.0	0
scaffold_27	21787	0.5033	0	249.978	Eukaryota	1873.1	0	Ascomycota	1873.1	0	Chaetothyriales	1873.1	0	Herpotrichiellaceae	1873.1	0	Exophiala	1873.1	0	Exophiala oligosperma	1873.1	0
scaffold_28	21394	0.5074	0	272.1818	Eukaryota	867.1	0	Ascomycota	867.1	0	Chaetothyriales	867.1	0	Herpotrichiellaceae	867.1	0	Fonsecaea	867.1	0	Fonsecaea pedrosoi	867.1	0
scaffold_29	19865	0.5015	0	225.8407	Eukaryota	819.7	0	Ascomycota	819.7	0	Chaetothyriales	819.7	0	Herpotrichiellaceae	819.7	0	Exophiala	819.7	0	Exophiala oligosperma	819.7	0
scaffold_30	17720	0.5093	99	232.2526	Eukaryota	1362.3999999999999	0	Ascomycota	1362.3999999999999	0	Chaetothyriales	1362.3999999999999	0	Herpotrichiellaceae	1362.3999999999999	0	Exophiala	1362.3999999999999	0	Exophiala spinifera	1362.3999999999999	0
scaffold_31	17643	0.4974	0	232.5697	Eukaryota	750.4	0	Ascomycota	750.4	0	Chaetothyriales	750.4	0	Herpotrichiellaceae	750.4	0	Exophiala	750.4	0	Exophiala oligosperma	750.4	0
scaffold_32	17176	0.511	0	242.7356	Eukaryota	500.0	0	Ascomycota	500.0	0	Chaetothyriales	500.0	0	Herpotrichiellaceae	500.0	0	Exophiala	500.0	0	Exophiala oligosperma	500.0	0
scaffold_33	15288	0.4865	0	204.0698	Eukaryota	334.0	0	Ascomycota	334.0	0	Chaetothyriales	334.0	0	Herpotrichiellaceae	334.0	0	Exophiala	334.0	0	Exophiala oligosperma	334.0	0
scaffold_34	15286	0.4986	0	246.6895	Eukaryota	262.7	0	Ascomycota	262.7	0	Chaetothyriales	262.7	0	Herpotrichiellaceae	262.7	0	Exophiala	262.7	0	Exophiala xenobiotica	262.7	0
scaffold_35	14872	0.5064	0	222.1043	Eukaryota	665.2	0	Ascomycota	665.2	0	Chaetothyriales	665.2	0	Herpotrichiellaceae	665.2	0	Exophiala	665.2	0	Exophiala dermatitidis	665.2	0
scaffold_36	14781	0.4946	0	229.9885	Eukaryota	479.2	0	Ascomycota	479.2	0	Chaetothyriales	479.2	0	Herpotrichiellaceae	479.2	0	Fonsecaea	479.2	0	Fonsecaea multimorphosa	479.2	0
scaffold_37	14696	0.5184	0	267.0505	Eukaryota	734.1	0	Ascomycota	734.1	0	Chaetothyriales	734.1	0	Herpotrichiellaceae	734.1	0	Rhinocladiella	734.1	0	Rhinocladiella mackenziei	734.1	0
scaffold_38	14657	0.4975	0	234.1997	Eukaryota	1137.5	0	Ascomycota	1137.5	0	Chaetothyriales	1137.5	0	Herpotrichiellaceae	1137.5	0	Exophiala	1137.5	0	Exophiala oligosperma	1137.5	0
scaffold_39	14178	0.4939	0	237.1957	Eukaryota	341.2	0	Ascomycota	341.2	0	Chaetothyriales	341.2	0	Herpotrichiellaceae	341.2	0	Cladophialophora	341.2	0	Cladophialophora immunda	341.2	0
scaffold_40	13920	0.5078	0	414.6858	Eukaryota	869.4	0	Ascomycota	869.4	0	Chaetothyriales	869.4	0	Herpotrichiellaceae	869.4	0	Exophiala	869.4	0	Exophiala oligosperma	869.4	0
scaffold_41	13792	0.4994	0	226.6029	Eukaryota	668.7	0	Ascomycota	668.7	0	Chaetothyriales	668.7	0	Herpotrichiellaceae	668.7	0	Exophiala	668.7	0	Exophiala oligosperma	668.7	0
scaffold_42	12398	0.5001	0	295.2886	Eukaryota	371.3	0	Ascomycota	371.3	0	Eurotiales	371.3	0	Aspergillaceae	371.3	0	Aspergillus	371.3	0	Aspergillus candidus	371.3	0
scaffold_43	12308	0.5066	0	233.7687	Eukaryota	286.6	0	Ascomycota	286.6	0	Chaetothyriales	286.6	0	Herpotrichiellaceae	286.6	0	Cladophialophora	286.6	0	Cladophialophora immunda	286.6	0
scaffold_44	12126	0.5015	0	228.802	Eukaryota	451.8	0	Ascomycota	451.8	0	Chaetothyriales	451.8	0	Herpotrichiellaceae	451.8	0	Exophiala	451.8	0	Exophiala oligosperma	451.8	0
scaffold_45	12095	0.4809	0	212.587	Eukaryota	460.29999999999995	0	Ascomycota	460.29999999999995	0	Chaetothyriales	460.29999999999995	0	Herpotrichiellaceae	460.29999999999995	0	Exophiala	460.29999999999995	0	Exophiala oligosperma	460.29999999999995	0
scaffold_46	11768	0.5037	0	240.8112	Eukaryota	858.2	0	Ascomycota	858.2	0	Chaetothyriales	858.2	0	Herpotrichiellaceae	858.2	0	Rhinocladiella	858.2	0	Rhinocladiella mackenziei	858.2	0
scaffold_47	11718	0.5155	0	296.5344	Eukaryota	425.6	0	Ascomycota	425.6	0	Chaetothyriales	425.6	0	Cyphellophoraceae	425.6	0	Cyphellophora	425.6	0	Cyphellophora europaea	425.6	0
scaffold_48	11692	0.5046	0	223.8577	Eukaryota	1047.3	0	Ascomycota	1047.3	0	Chaetothyriales	1047.3	0	Herpotrichiellaceae	1047.3	0	Exophiala	1047.3	0	Exophiala oligosperma	1047.3	0
scaffold_49	11609	0.5168	0	276.7196	Eukaryota	1428.7	0	Ascomycota	1428.7	0	Chaetothyriales	1428.7	0	Herpotrichiellaceae	1428.7	0	Exophiala	1428.7	0	Exophiala oligosperma	1428.7	0
scaffold_50	11330	0.5058	0	220.2921	Eukaryota	1179.9	0	Ascomycota	1179.9	0	Ascomycota-undef	1179.9	0	Pseudeurotiaceae	1179.9	0	Pseudogymnoascus	1179.9	0	Pseudogymnoascus sp. VKM F-3808	1179.9	0
scaffold_51	11275	0.5131	0	266.8205	Eukaryota	349.4	0	Ascomycota	349.4	0	Chaetothyriales	349.4	0	Herpotrichiellaceae	349.4	0	Exophiala	349.4	0	Exophiala xenobiotica	349.4	0
scaffold_52	10954	0.4918	0	292.2766	Eukaryota	375.1	0	Ascomycota	375.1	0	Chaetothyriales	375.1	0	Herpotrichiellaceae	375.1	0	Capronia	375.1	0	Capronia epimyces	375.1	0
scaffold_53	10791	0.5353	0	236.1656	Eukaryota	1728.6999999999998	0	Ascomycota	1728.6999999999998	0	Xylariales	1728.6999999999998	0	Xylariales-undef	1728.6999999999998	0	Monosporascus	1728.6999999999998	0	Monosporascus sp. MC13-8B	1728.6999999999998	0
