## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_6182.Exophiala.xenobiotica.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_6182.Exophiala.xenobiotica.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_6182.Exophiala.xenobiotica.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1	5764028	0.5194	3279	65.7706	Eukaryota	8254.4	0	Ascomycota	8254.4	0	Chaetothyriales	8254.4	0	Herpotrichiellaceae	8254.4	0	Exophiala	8254.4	0	Exophiala xenobiotica	8254.4	0
scaffold_2	6028	0.4886	113	1137.8758	Eukaryota	515.8	0	Basidiomycota	515.8	0	Polyporales	515.8	0	Grifolaceae	515.8	0	Grifola	515.8	0	Grifola frondosa	515.8	0
scaffold_3	5135	0.5034	10	1955.9223	Eukaryota	216.9	0	Ascomycota	216.9	0	Ascomycota-undef	216.9	0	Ascomycota-undef	216.9	0	Saitoella	216.9	0	Saitoella complicata	216.9	0
scaffold_4	1147012	0.5067	0	112.1133	Eukaryota	2646.3	0	Basidiomycota	2646.3	0	Sporidiobolales	2646.3	0	Sporidiobolaceae	2646.3	0	Rhodotorula	2646.3	0	Rhodotorula toruloides	2646.3	0
scaffold_5	4704318	0.518	3522	66.1162	Eukaryota	5883.1	0	Ascomycota	5883.1	0	Chaetothyriales	5883.1	0	Herpotrichiellaceae	5883.1	0	Exophiala	5883.1	0	Exophiala xenobiotica	5883.1	0
scaffold_6	5178727	0.5189	3440	66.0787	Eukaryota	8331.9	0	Ascomycota	8331.9	0	Chaetothyriales	8331.9	0	Herpotrichiellaceae	8331.9	0	Exophiala	8331.9	0	Exophiala xenobiotica	8331.9	0
scaffold_7	3924503	0.5178	2324	67.5995	Eukaryota	7284.1	0	Ascomycota	7284.1	0	Chaetothyriales	7284.1	0	Herpotrichiellaceae	7284.1	0	Exophiala	7284.1	0	Exophiala xenobiotica	7284.1	0
scaffold_8	2089881	0.503	109	110.9874	Eukaryota	1823.5	0	Basidiomycota	1823.5	0	Microbotryales	1823.5	0	Microbotryaceae	1823.5	0	Microbotryum	1823.5	0	Microbotryum lychnidis-dioicae	1823.5	0
scaffold_9	3616887	0.5175	2304	66.1126	Eukaryota	4807.7	0	Ascomycota	4807.7	0	Chaetothyriales	4807.7	0	Herpotrichiellaceae	4807.7	0	Exophiala	4807.7	0	Exophiala xenobiotica	4807.7	0
scaffold_10	1706562	0.5041	99	111.7285	Eukaryota	1241.5	0	Basidiomycota	1241.5	0	Pucciniales	1241.5	0	Melampsoraceae	1241.5	0	Melampsora	1241.5	0	Melampsora larici-populina	1241.5	0
scaffold_11	1487863	0.5052	100	112.2586	Eukaryota	2400.5	0	Basidiomycota	2400.5	0	Leucosporidiales	2400.5	0	Leucosporidiaceae	2400.5	0	Leucosporidium	2400.5	0	Leucosporidium creatinivorum	2400.5	0
scaffold_12	930621	0.5043	0	111.6236	Eukaryota	1178.3	0	Basidiomycota	1178.3	0	Mixiales	1178.3	0	Mixiaceae	1178.3	0	Mixia	1178.3	0	Mixia osmundae	1178.3	0
scaffold_13	890645	0.5025	20	112.2634	Eukaryota	1004.6	0	Basidiomycota	1004.6	0	Sporidiobolales	1004.6	0	Sporidiobolaceae	1004.6	0	Rhodotorula	1004.6	0	Rhodotorula sp. CCFEE 5036	1004.6	0
