## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_6060.Exophiala.xenobiotica.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_6060.Exophiala.xenobiotica.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_6060.Exophiala.xenobiotica.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1	6128350	0.5186	3409	52.6631	Eukaryota	8256.7	0	Ascomycota	8256.7	0	Chaetothyriales	8256.7	0	Herpotrichiellaceae	8256.7	0	Exophiala	8256.7	0	Exophiala xenobiotica	8256.7	0
scaffold_2	4546	0.507	110	629.2271	Eukaryota	302.8	0	Basidiomycota	302.8	0	Polyporales	302.8	0	Grifolaceae	302.8	0	Grifola	302.8	0	Grifola frondosa	302.8	0
scaffold_3	1600	0.4806	0	206.9419	Eukaryota	209.5	0	Ascomycota	209.5	0	Eurotiales	209.5	0	Aspergillaceae	209.5	0	Aspergillus	209.5	0	Aspergillus sclerotioniger	209.5	0
scaffold_4	7693	0.2493	0	5338.6598	Eukaryota	890.6	0	Ascomycota	890.6	0	Chaetothyriales	890.6	0	Herpotrichiellaceae	890.6	0	Exophiala	890.6	0	Exophiala dermatitidis	890.6	0
scaffold_5	4562868	0.5182	3553	53.1966	Eukaryota	4863.900000000001	0	Ascomycota	4863.900000000001	0	Chaetothyriales	4863.900000000001	0	Herpotrichiellaceae	4863.900000000001	0	Exophiala	4863.900000000001	0	Exophiala xenobiotica	4863.900000000001	0
scaffold_6	5216934	0.5194	2525	52.3075	Eukaryota	8337.6	0	Ascomycota	8337.6	0	Chaetothyriales	8337.6	0	Herpotrichiellaceae	8337.6	0	Exophiala	8337.6	0	Exophiala xenobiotica	8337.6	0
scaffold_7	3768650	0.5181	1597	52.2452	Eukaryota	7284.1	0	Ascomycota	7284.1	0	Chaetothyriales	7284.1	0	Herpotrichiellaceae	7284.1	0	Exophiala	7284.1	0	Exophiala xenobiotica	7284.1	0
scaffold_8	4062159	0.5195	1517	52.5193	Eukaryota	4740.599999999999	0	Ascomycota	4740.599999999999	0	Chaetothyriales	4740.599999999999	0	Herpotrichiellaceae	4740.599999999999	0	Exophiala	4740.599999999999	0	Exophiala xenobiotica	4740.599999999999	0
scaffold_9	3507248	0.5182	2116	52.291	Eukaryota	4810.0	0	Ascomycota	4810.0	0	Chaetothyriales	4810.0	0	Herpotrichiellaceae	4810.0	0	Exophiala	4810.0	0	Exophiala xenobiotica	4810.0	0
scaffold_10	3530710	0.5179	1418	54.5058	Eukaryota	7915.1	0	Ascomycota	7915.1	0	Chaetothyriales	7915.1	0	Herpotrichiellaceae	7915.1	0	Exophiala	7915.1	0	Exophiala xenobiotica	7915.1	0
scaffold_11	80219	0.4978	0	57.8266	Eukaryota	1095.8999999999999	0	Ascomycota	1095.8999999999999	0	Chaetothyriales	1095.8999999999999	0	Herpotrichiellaceae	1095.8999999999999	0	Exophiala	1095.8999999999999	0	Exophiala oligosperma	1095.8999999999999	0
scaffold_12	65906	0.513	0	56.2025	Eukaryota	593.6	0	Ascomycota	593.6	0	Chaetothyriales	593.6	0	Herpotrichiellaceae	593.6	0	Cladophialophora	593.6	0	Cladophialophora psammophila	593.6	0
scaffold_13	63689	0.5242	97	49.1494	Eukaryota	1793.4	0	Ascomycota	1793.4	0	Ascomycota-undef	1793.4	0	Pseudeurotiaceae	1793.4	0	Pseudogymnoascus	1793.4	0	Pseudogymnoascus sp. 23342-1-I1	1793.4	0
scaffold_14	50908	0.4895	0	56.063	Eukaryota	2105.8	0	Ascomycota	2105.8	0	Ascomycota-undef	2105.8	0	Pseudeurotiaceae	2105.8	0	Pseudogymnoascus	2105.8	0	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	2105.8	0
scaffold_15	43203	0.5106	98	59.5665	Eukaryota	1131.7	0	Ascomycota	1131.7	0	Chaetothyriales	1131.7	0	Herpotrichiellaceae	1131.7	0	Exophiala	1131.7	0	Exophiala oligosperma	1131.7	0
scaffold_16	42578	0.5094	0	49.264	Eukaryota	1002.7	0	Ascomycota	1002.7	0	Chaetothyriales	1002.7	0	Herpotrichiellaceae	1002.7	0	Fonsecaea	1002.7	0	Fonsecaea multimorphosa	1002.7	0
scaffold_17	40493	0.5063	0	56.7978	Eukaryota	531.9	0	Ascomycota	531.9	0	Ascomycota-undef	531.9	0	Ascomycota-undef	531.9	0	Scytalidium	531.9	0	Scytalidium lignicola	531.9	0
scaffold_18	37795	0.5024	0	58.3934	Eukaryota	764.6	0	Ascomycota	764.6	0	Chaetothyriales	764.6	0	Herpotrichiellaceae	764.6	0	Exophiala	764.6	0	Exophiala oligosperma	764.6	0
scaffold_19	32425	0.5016	0	126.5317	Eukaryota	523.5	0	Ascomycota	523.5	0	Chaetothyriales	523.5	0	Herpotrichiellaceae	523.5	0	Fonsecaea	523.5	0	Fonsecaea erecta	523.5	0
scaffold_20	31227	0.5052	0	51.7873	Eukaryota	1047.0	0	Ascomycota	1047.0	0	Chaetothyriales	1047.0	0	Herpotrichiellaceae	1047.0	0	Exophiala	1047.0	0	Exophiala oligosperma	1047.0	0
scaffold_21	26207	0.505	0	56.2109	Eukaryota	1157.2	0	Ascomycota	1157.2	0	Chaetothyriales	1157.2	0	Herpotrichiellaceae	1157.2	0	Exophiala	1157.2	0	Exophiala oligosperma	1157.2	0
scaffold_22	26119	0.5241	0	52.3717	Eukaryota	3133.6	0	Ascomycota	3133.6	0	Chaetothyriales	3133.6	0	Herpotrichiellaceae	3133.6	0	Phialophora	3133.6	0	Phialophora attae	3133.6	0
scaffold_23	25736	0.4996	0	59.5343	Eukaryota	1169.0	0	Ascomycota	1169.0	0	Eurotiales	1169.0	0	Aspergillaceae	1169.0	0	Aspergillus	1169.0	0	Aspergillus calidoustus	1169.0	0
scaffold_24	25529	0.5195	0	50.4115	Eukaryota	985.7	0	Ascomycota	985.7	0	Hypocreales	985.7	0	Ophiocordycipitaceae	985.7	0	Hirsutella	985.7	0	Hirsutella minnesotensis	985.7	0
scaffold_25	25401	0.4957	0	52.8725	Eukaryota	1378.2	0	Ascomycota	1378.2	0	Chaetothyriales	1378.2	0	Herpotrichiellaceae	1378.2	0	Exophiala	1378.2	0	Exophiala oligosperma	1378.2	0
scaffold_26	24815	0.4947	0	59.8292	Eukaryota	1560.0	0	Ascomycota	1560.0	0	Chaetothyriales	1560.0	0	Herpotrichiellaceae	1560.0	0	Exophiala	1560.0	0	Exophiala oligosperma	1560.0	0
scaffold_27	24133	0.5024	0	51.5202	Eukaryota	518.1	0	Ascomycota	518.1	0	Chaetothyriales	518.1	0	Herpotrichiellaceae	518.1	0	Rhinocladiella	518.1	0	Rhinocladiella mackenziei	518.1	0
