## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_6357.Exophiala.xenobiotica.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_6357.Exophiala.xenobiotica.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_6357.Exophiala.xenobiotica.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1	5968072	0.5175	4032	47.7071	Eukaryota	8256.7	0	Ascomycota	8256.7	0	Chaetothyriales	8256.7	0	Herpotrichiellaceae	8256.7	0	Exophiala	8256.7	0	Exophiala xenobiotica	8256.7	0
scaffold_2	6302	0.5064	20	528.9719	Eukaryota	540.4	0	Streptophyta	540.4	0	Brassicales	540.4	0	Brassicaceae	540.4	0	Brassica	540.4	0	Brassica oleracea	540.4	0
scaffold_3	2910	0.255	0	1161.1789	Eukaryota	714.1	0	Ascomycota	714.1	0	Chaetothyriales	714.1	0	Herpotrichiellaceae	714.1	0	Exophiala	714.1	0	Exophiala dermatitidis	714.1	0
scaffold_4	4759500	0.5176	4147	47.0998	Eukaryota	5858.1	0	Ascomycota	5858.1	0	Chaetothyriales	5858.1	0	Herpotrichiellaceae	5858.1	0	Exophiala	5858.1	0	Exophiala xenobiotica	5858.1	0
scaffold_5	5175655	0.5183	3418	46.848	Eukaryota	8338.0	0	Ascomycota	8338.0	0	Chaetothyriales	8338.0	0	Herpotrichiellaceae	8338.0	0	Exophiala	8338.0	0	Exophiala xenobiotica	8338.0	0
scaffold_6	3829483	0.5174	2022	47.1838	Eukaryota	7287.6	0	Ascomycota	7287.6	0	Chaetothyriales	7287.6	0	Herpotrichiellaceae	7287.6	0	Exophiala	7287.6	0	Exophiala xenobiotica	7287.6	0
scaffold_7	3942416	0.5199	1815	47.8823	Eukaryota	4601.9	0	Ascomycota	4601.9	0	Chaetothyriales	4601.9	0	Herpotrichiellaceae	4601.9	0	Exophiala	4601.9	0	Exophiala xenobiotica	4601.9	0
scaffold_8	3500933	0.5189	1250	47.3631	Eukaryota	4807.7	0	Ascomycota	4807.7	0	Chaetothyriales	4807.7	0	Herpotrichiellaceae	4807.7	0	Exophiala	4807.7	0	Exophiala xenobiotica	4807.7	0
scaffold_9	3581680	0.5197	927	47.6335	Eukaryota	7898.1	0	Ascomycota	7898.1	0	Chaetothyriales	7898.1	0	Herpotrichiellaceae	7898.1	0	Exophiala	7898.1	0	Exophiala xenobiotica	7898.1	0
scaffold_10	104375	0.5166	0	47.2822	Eukaryota	1217.2	0	Ascomycota	1217.2	0	Chaetothyriales	1217.2	0	Herpotrichiellaceae	1217.2	0	Phialophora	1217.2	0	Phialophora americana	1217.2	0
