## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_5882.Exophiala.xenobiotica.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_5882.Exophiala.xenobiotica.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_5882.Exophiala.xenobiotica.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1	6016344	0.5182	4394	197.436	Eukaryota	8256.7	0	Ascomycota	8256.7	0	Chaetothyriales	8256.7	0	Herpotrichiellaceae	8256.7	0	Exophiala	8256.7	0	Exophiala xenobiotica	8256.7	0
scaffold_2	5379	0.5043	9	2980.8143	Eukaryota	257.7	0	Streptophyta	257.7	0	Fabales	257.7	0	Fabaceae	257.7	0	Glycine	257.7	0	Glycine max	257.7	0
scaffold_3	7726	0.2495	0	1807.61	Eukaryota	890.6	0	Ascomycota	890.6	0	Chaetothyriales	890.6	0	Herpotrichiellaceae	890.6	0	Exophiala	890.6	0	Exophiala dermatitidis	890.6	0
scaffold_4	4464785	0.5184	2199	194.7515	Eukaryota	5872.7	0	Ascomycota	5872.7	0	Chaetothyriales	5872.7	0	Herpotrichiellaceae	5872.7	0	Exophiala	5872.7	0	Exophiala xenobiotica	5872.7	0
scaffold_5	5235668	0.518	3227	194.478	Eukaryota	8334.9	0	Ascomycota	8334.9	0	Chaetothyriales	8334.9	0	Herpotrichiellaceae	8334.9	0	Exophiala	8334.9	0	Exophiala xenobiotica	8334.9	0
scaffold_6	3846222	0.5192	2114	195.7177	Eukaryota	7284.1	0	Ascomycota	7284.1	0	Chaetothyriales	7284.1	0	Herpotrichiellaceae	7284.1	0	Exophiala	7284.1	0	Exophiala xenobiotica	7284.1	0
scaffold_7	3997070	0.5191	1314	195.2432	Eukaryota	4741.7	0	Ascomycota	4741.7	0	Chaetothyriales	4741.7	0	Herpotrichiellaceae	4741.7	0	Exophiala	4741.7	0	Exophiala xenobiotica	4741.7	0
scaffold_8	4051123	0.5165	3291	194.6862	Eukaryota	4810.0	0	Ascomycota	4810.0	0	Chaetothyriales	4810.0	0	Herpotrichiellaceae	4810.0	0	Exophiala	4810.0	0	Exophiala xenobiotica	4810.0	0
scaffold_9	3636512	0.5188	1229	194.9706	Eukaryota	7915.1	0	Ascomycota	7915.1	0	Chaetothyriales	7915.1	0	Herpotrichiellaceae	7915.1	0	Exophiala	7915.1	0	Exophiala xenobiotica	7915.1	0
scaffold_10	83592	0.5112	0	199.4346	Eukaryota	1231.9	0	Ascomycota	1231.9	0	Helotiales	1231.9	0	Hyaloscyphaceae	1231.9	0	Hyaloscypha	1231.9	0	Hyaloscypha variabilis	1231.9	0
scaffold_11	77770	0.5099	0	198.4045	Eukaryota	960.3	0	Ascomycota	960.3	0	Chaetothyriales	960.3	0	Herpotrichiellaceae	960.3	0	Exophiala	960.3	0	Exophiala oligosperma	960.3	0
scaffold_12	75852	0.5036	0	193.8583	Eukaryota	1362.4	0	Ascomycota	1362.4	0	Eurotiales	1362.4	0	Aspergillaceae	1362.4	0	Aspergillus	1362.4	0	Aspergillus oryzae	1362.4	0
scaffold_13	74672	0.504	0	187.623	Eukaryota	687.9000000000001	0	Ascomycota	687.9000000000001	0	Chaetothyriales	687.9000000000001	0	Herpotrichiellaceae	687.9000000000001	0	Exophiala	687.9000000000001	0	Exophiala aquamarina	687.9000000000001	0
scaffold_14	74200	0.5075	0	198.0027	Eukaryota	834.7	0	Ascomycota	834.7	0	Chaetothyriales	834.7	0	Herpotrichiellaceae	834.7	0	Rhinocladiella	834.7	0	Rhinocladiella mackenziei	834.7	0
scaffold_15	69135	0.5118	0	190.491	Eukaryota	881.7	0	Ascomycota	881.7	0	Eurotiales	881.7	0	Aspergillaceae	881.7	0	Penicillium	881.7	0	Penicillium digitatum	881.7	0
scaffold_16	61847	0.5038	98	197.5125	Eukaryota	737.3	0	Ascomycota	737.3	0	Eurotiales	737.3	0	Trichocomaceae	737.3	0	Talaromyces	737.3	0	Talaromyces marneffei	737.3	0
scaffold_17	57087	0.5116	0	648.0176	Eukaryota	1651.0	0	Ascomycota	1651.0	0	Chaetothyriales	1651.0	0	Herpotrichiellaceae	1651.0	0	Exophiala	1651.0	0	Exophiala aquamarina	1651.0	0
scaffold_18	55696	0.4997	0	199.1936	Eukaryota	429.1	0	Ascomycota	429.1	0	Microascales	429.1	0	Microascaceae	429.1	0	Scedosporium	429.1	0	Scedosporium apiospermum	429.1	0
scaffold_19	53129	0.498	96	190.1337	Eukaryota	613.6	0	Ascomycota	613.6	0	Eurotiales	613.6	0	Aspergillaceae	613.6	0	Aspergillus	613.6	0	Aspergillus oryzae	613.6	0
scaffold_20	47005	0.4889	0	177.9671	Eukaryota	1482.6	0	Ascomycota	1482.6	0	Chaetothyriales	1482.6	0	Herpotrichiellaceae	1482.6	0	Cladophialophora	1482.6	0	Cladophialophora psammophila	1482.6	0
scaffold_21	45419	0.5128	0	205.0551	Eukaryota	1489.6	0	Ascomycota	1489.6	0	Chaetothyriales	1489.6	0	Herpotrichiellaceae	1489.6	0	Exophiala	1489.6	0	Exophiala oligosperma	1489.6	0
scaffold_22	45029	0.5003	0	190.2792	Eukaryota	1177.2	0	Ascomycota	1177.2	0	Chaetothyriales	1177.2	0	Herpotrichiellaceae	1177.2	0	Exophiala	1177.2	0	Exophiala oligosperma	1177.2	0
scaffold_23	43395	0.5029	0	209.6408	Eukaryota	2177.1	0	Ascomycota	2177.1	0	Chaetothyriales	2177.1	0	Herpotrichiellaceae	2177.1	0	Exophiala	2177.1	0	Exophiala mesophila	2177.1	0
scaffold_24	36962	0.5048	0	200.3661	Eukaryota	531.9	0	Ascomycota	531.9	0	Ascomycota-undef	531.9	0	Ascomycota-undef	531.9	0	Scytalidium	531.9	0	Scytalidium lignicola	531.9	0
