## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_6036.Exophiala.xenobiotica.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_6036.Exophiala.xenobiotica.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_6036.Exophiala.xenobiotica.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1	5654774	0.5184	2633	129.7532	Eukaryota	8255.2	0	Ascomycota	8255.2	0	Chaetothyriales	8255.2	0	Herpotrichiellaceae	8255.2	0	Exophiala	8255.2	0	Exophiala xenobiotica	8255.2	0
scaffold_2	6623	0.5037	0	2327.7232	Eukaryota	467.2	0	Streptophyta	467.2	0	Fabales	467.2	0	Fabaceae	467.2	0	Glycine	467.2	0	Glycine max	467.2	0
scaffold_3	25997	0.2588	0	2549.9043	Eukaryota	1126.3	0	Ascomycota	1126.3	0	Chaetothyriales	1126.3	0	Herpotrichiellaceae	1126.3	0	Exophiala	1126.3	0	Exophiala dermatitidis	1126.3	0
scaffold_4	4461142	0.518	3115	128.8257	Eukaryota	5886.6	0	Ascomycota	5886.6	0	Chaetothyriales	5886.6	0	Herpotrichiellaceae	5886.6	0	Exophiala	5886.6	0	Exophiala xenobiotica	5886.6	0
scaffold_5	5000614	0.5191	1835	128.6678	Eukaryota	8338.0	0	Ascomycota	8338.0	0	Chaetothyriales	8338.0	0	Herpotrichiellaceae	8338.0	0	Exophiala	8338.0	0	Exophiala xenobiotica	8338.0	0
scaffold_6	3925530	0.5179	1227	127.5861	Eukaryota	7284.9	0	Ascomycota	7284.9	0	Chaetothyriales	7284.9	0	Herpotrichiellaceae	7284.9	0	Exophiala	7284.9	0	Exophiala xenobiotica	7284.9	0
scaffold_7	3792349	0.5194	1301	129.7329	Eukaryota	4414.8	0	Ascomycota	4414.8	0	Chaetothyriales	4414.8	0	Herpotrichiellaceae	4414.8	0	Exophiala	4414.8	0	Exophiala xenobiotica	4414.8	0
scaffold_8	3607223	0.5188	1720	129.4736	Eukaryota	4807.7	0	Ascomycota	4807.7	0	Chaetothyriales	4807.7	0	Herpotrichiellaceae	4807.7	0	Exophiala	4807.7	0	Exophiala xenobiotica	4807.7	0
scaffold_9	3649834	0.52	1118	130.3113	Eukaryota	7909.7	0	Ascomycota	7909.7	0	Chaetothyriales	7909.7	0	Herpotrichiellaceae	7909.7	0	Exophiala	7909.7	0	Exophiala xenobiotica	7909.7	0
scaffold_10	73401	0.5056	0	129.3288	Eukaryota	1020.0	0	Ascomycota	1020.0	0	Chaetothyriales	1020.0	0	Herpotrichiellaceae	1020.0	0	Exophiala	1020.0	0	Exophiala dermatitidis	1020.0	0
scaffold_11	72692	0.4965	0	133.9459	Eukaryota	1096.7	0	Ascomycota	1096.7	0	Chaetothyriales	1096.7	0	Herpotrichiellaceae	1096.7	0	Exophiala	1096.7	0	Exophiala oligosperma	1096.7	0
scaffold_12	66396	0.513	0	110.1264	Eukaryota	593.6	0	Ascomycota	593.6	0	Chaetothyriales	593.6	0	Herpotrichiellaceae	593.6	0	Cladophialophora	593.6	0	Cladophialophora psammophila	593.6	0
scaffold_13	64383	0.5058	0	110.9903	Eukaryota	764.6	0	Ascomycota	764.6	0	Chaetothyriales	764.6	0	Herpotrichiellaceae	764.6	0	Exophiala	764.6	0	Exophiala oligosperma	764.6	0
scaffold_14	62737	0.5105	0	134.6279	Eukaryota	2293.8	0	Ascomycota	2293.8	0	Chaetothyriales	2293.8	0	Herpotrichiellaceae	2293.8	0	Cladophialophora	2293.8	0	Cladophialophora immunda	2293.8	0
scaffold_15	60584	0.526	97	134.3796	Eukaryota	1793.4	0	Ascomycota	1793.4	0	Ascomycota-undef	1793.4	0	Pseudeurotiaceae	1793.4	0	Pseudogymnoascus	1793.4	0	Pseudogymnoascus sp. 23342-1-I1	1793.4	0
scaffold_16	42785	0.5091	0	132.9713	Eukaryota	1004.2	0	Ascomycota	1004.2	0	Chaetothyriales	1004.2	0	Herpotrichiellaceae	1004.2	0	Fonsecaea	1004.2	0	Fonsecaea multimorphosa	1004.2	0
scaffold_17	42676	0.5087	0	140.4786	Eukaryota	540.8	0	Ascomycota	540.8	0	Chaetothyriales	540.8	0	Herpotrichiellaceae	540.8	0	Exophiala	540.8	0	Exophiala spinifera	540.8	0
scaffold_18	40032	0.4673	0	122.4742	Eukaryota	2105.8	0	Ascomycota	2105.8	0	Ascomycota-undef	2105.8	0	Pseudeurotiaceae	2105.8	0	Pseudogymnoascus	2105.8	0	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	2105.8	0
scaffold_19	32335	0.4999	0	130.2069	Eukaryota	1177.2	0	Ascomycota	1177.2	0	Chaetothyriales	1177.2	0	Herpotrichiellaceae	1177.2	0	Exophiala	1177.2	0	Exophiala oligosperma	1177.2	0
scaffold_20	27767	0.5073	0	126.3364	Eukaryota	812.0	0	Ascomycota	812.0	0	Chaetothyriales	812.0	0	Herpotrichiellaceae	812.0	0	Fonsecaea	812.0	0	Fonsecaea pedrosoi	812.0	0
scaffold_21	25646	0.4996	0	114.1998	Eukaryota	1169.0	0	Ascomycota	1169.0	0	Eurotiales	1169.0	0	Aspergillaceae	1169.0	0	Aspergillus	1169.0	0	Aspergillus calidoustus	1169.0	0
scaffold_22	25560	0.5049	100	130.3491	Eukaryota	637.9	0	Ascomycota	637.9	0	Chaetothyriales	637.9	0	Herpotrichiellaceae	637.9	0	Cladophialophora	637.9	0	Cladophialophora psammophila	637.9	0
scaffold_23	24426	0.4984	194	150.3768	Eukaryota	625.5	0	Ascomycota	625.5	0	Chaetothyriales	625.5	0	Herpotrichiellaceae	625.5	0	Exophiala	625.5	0	Exophiala sideris	625.5	0
scaffold_24	24291	0.5135	0	146.1978	Eukaryota	870.5	0	Ascomycota	870.5	0	Chaetothyriales	870.5	0	Herpotrichiellaceae	870.5	0	Exophiala	870.5	0	Exophiala oligosperma	870.5	0
scaffold_25	24269	0.4957	0	108.436	Eukaryota	1560.0	0	Ascomycota	1560.0	0	Chaetothyriales	1560.0	0	Herpotrichiellaceae	1560.0	0	Exophiala	1560.0	0	Exophiala oligosperma	1560.0	0
scaffold_26	24099	0.511	10	116.3126	Eukaryota	701.8	0	Ascomycota	701.8	0	Pezizales	701.8	0	Tuberaceae	701.8	0	Choiromyces	701.8	0	Choiromyces venosus	701.8	0
scaffold_27	23893	0.5028	0	146.6345	Eukaryota	1044.2	0	Ascomycota	1044.2	0	Chaetothyriales	1044.2	0	Herpotrichiellaceae	1044.2	0	Exophiala	1044.2	0	Exophiala oligosperma	1044.2	0
scaffold_28	22637	0.5072	0	207.6043	Eukaryota	1785.7000000000003	0	Ascomycota	1785.7000000000003	0	Chaetothyriales	1785.7000000000003	0	Herpotrichiellaceae	1785.7000000000003	0	Exophiala	1785.7000000000003	0	Exophiala oligosperma	1785.7000000000003	0
scaffold_29	22050	0.5092	0	157.6874	Eukaryota	1115.5	0	Ascomycota	1115.5	0	Chaetothyriales	1115.5	0	Herpotrichiellaceae	1115.5	0	Phialophora	1115.5	0	Phialophora americana	1115.5	0
scaffold_30	21602	0.4936	0	140.3782	Eukaryota	952.2	0	Ascomycota	952.2	0	Chaetothyriales	952.2	0	Herpotrichiellaceae	952.2	0	Exophiala	952.2	0	Exophiala oligosperma	952.2	0
scaffold_31	21420	0.5037	0	140.1985	Eukaryota	1873.1	0	Ascomycota	1873.1	0	Chaetothyriales	1873.1	0	Herpotrichiellaceae	1873.1	0	Exophiala	1873.1	0	Exophiala oligosperma	1873.1	0
scaffold_32	20818	0.5029	0	144.3629	Eukaryota	481.9	0	Ascomycota	481.9	0	Chaetothyriales	481.9	0	Herpotrichiellaceae	481.9	0	Exophiala	481.9	0	Exophiala spinifera	481.9	0
scaffold_33	20582	0.5206	0	139.3294	Eukaryota	553.9	0	Ascomycota	553.9	0	Capnodiales	553.9	0	Cladosporiaceae	553.9	0	Rachicladosporium	553.9	0	Rachicladosporium antarcticum	553.9	0
scaffold_34	20400	0.5084	0	144.4528	Eukaryota	525.7	0	Ascomycota	525.7	0	Chaetothyriales	525.7	0	Herpotrichiellaceae	525.7	0	Rhinocladiella	525.7	0	Rhinocladiella mackenziei	525.7	0
scaffold_35	18817	0.5109	98	133.0631	Eukaryota	602.1	0	Ascomycota	602.1	0	Ascomycota-undef	602.1	0	Pseudeurotiaceae	602.1	0	Pseudogymnoascus	602.1	0	Pseudogymnoascus sp. 23342-1-I1	602.1	0
scaffold_36	16451	0.5098	0	140.6334	Eukaryota	1404.4	0	Ascomycota	1404.4	0	Chaetothyriales	1404.4	0	Herpotrichiellaceae	1404.4	0	Exophiala	1404.4	0	Exophiala oligosperma	1404.4	0
scaffold_37	13877	0.4985	0	169.7469	Eukaryota	617.8	0	Ascomycota	617.8	0	Chaetothyriales	617.8	0	Herpotrichiellaceae	617.8	0	Phialophora	617.8	0	Phialophora americana	617.8	0
scaffold_38	13706	0.4946	0	181.1139	Eukaryota	238.4	0	Ascomycota	238.4	0	Chaetothyriales	238.4	0	Herpotrichiellaceae	238.4	0	Exophiala	238.4	0	Exophiala xenobiotica	238.4	0
scaffold_39	13449	0.5003	96	148.7752	Eukaryota	435.6	0	Ascomycota	435.6	0	Chaetothyriales	435.6	0	Herpotrichiellaceae	435.6	0	Cladophialophora	435.6	0	Cladophialophora immunda	435.6	0
scaffold_40	13386	0.5188	0	136.0991	Eukaryota	1291.5	0	Ascomycota	1291.5	0	Chaetothyriales	1291.5	0	Herpotrichiellaceae	1291.5	0	Rhinocladiella	1291.5	0	Rhinocladiella mackenziei	1291.5	0
scaffold_41	13238	0.5031	0	153.0141	Eukaryota	973.7	0	Ascomycota	973.7	0	Chaetothyriales	973.7	0	Herpotrichiellaceae	973.7	0	Exophiala	973.7	0	Exophiala sideris	973.7	0
scaffold_42	12137	0.543	0	136.1861	Eukaryota	975.3	0	Ascomycota	975.3	0	Hypocreales	975.3	0	Ophiocordycipitaceae	975.3	0	Hirsutella	975.3	0	Hirsutella minnesotensis	975.3	0
scaffold_43	12100	0.5024	0	148.3476	Eukaryota	201.1	0	Ascomycota	201.1	0	Chaetothyriales	201.1	0	Herpotrichiellaceae	201.1	0	Cladophialophora	201.1	0	Cladophialophora immunda	201.1	0
scaffold_44	11931	0.4984	0	131.3618	Eukaryota	501.09999999999997	0	Ascomycota	501.09999999999997	0	Chaetothyriales	501.09999999999997	0	Herpotrichiellaceae	501.09999999999997	0	Exophiala	501.09999999999997	0	Exophiala sideris	501.09999999999997	0
scaffold_45	11817	0.5036	0	184.8482	Eukaryota	375.9	0	Ascomycota	375.9	0	Chaetothyriales	375.9	0	Herpotrichiellaceae	375.9	0	Exophiala	375.9	0	Exophiala oligosperma	375.9	0
scaffold_46	11499	0.496	0	128.3278	Eukaryota	848.6	0	Ascomycota	848.6	0	Chaetothyriales	848.6	0	Herpotrichiellaceae	848.6	0	Exophiala	848.6	0	Exophiala sideris	848.6	0
