## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_5877.Exophiala.xenobiotica.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_5877.Exophiala.xenobiotica.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_5877.Exophiala.xenobiotica.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1	5595083	0.5184	1920	169.9345	Eukaryota	8255.2	0	Ascomycota	8255.2	0	Chaetothyriales	8255.2	0	Herpotrichiellaceae	8255.2	0	Exophiala	8255.2	0	Exophiala xenobiotica	8255.2	0
scaffold_2	5495	0.2695	0	3815.5214	Eukaryota	714.1	0	Ascomycota	714.1	0	Chaetothyriales	714.1	0	Herpotrichiellaceae	714.1	0	Exophiala	714.1	0	Exophiala dermatitidis	714.1	0
scaffold_3	4339131	0.5187	1300	169.6247	Eukaryota	5863.1	0	Ascomycota	5863.1	0	Chaetothyriales	5863.1	0	Herpotrichiellaceae	5863.1	0	Exophiala	5863.1	0	Exophiala xenobiotica	5863.1	0
scaffold_4	4624691	0.5201	1020	167.7535	Eukaryota	8334.9	0	Ascomycota	8334.9	0	Chaetothyriales	8334.9	0	Herpotrichiellaceae	8334.9	0	Exophiala	8334.9	0	Exophiala xenobiotica	8334.9	0
scaffold_5	4002538	0.5176	1504	169.3659	Eukaryota	7284.9	0	Ascomycota	7284.9	0	Chaetothyriales	7284.9	0	Herpotrichiellaceae	7284.9	0	Exophiala	7284.9	0	Exophiala xenobiotica	7284.9	0
scaffold_6	3750731	0.5199	503	170.8732	Eukaryota	4575.7	0	Ascomycota	4575.7	0	Chaetothyriales	4575.7	0	Herpotrichiellaceae	4575.7	0	Exophiala	4575.7	0	Exophiala xenobiotica	4575.7	0
scaffold_7	3527583	0.5187	1702	175.3184	Eukaryota	4807.7	0	Ascomycota	4807.7	0	Chaetothyriales	4807.7	0	Herpotrichiellaceae	4807.7	0	Exophiala	4807.7	0	Exophiala xenobiotica	4807.7	0
scaffold_8	3603624	0.5203	518	171.3094	Eukaryota	7909.7	0	Ascomycota	7909.7	0	Chaetothyriales	7909.7	0	Herpotrichiellaceae	7909.7	0	Exophiala	7909.7	0	Exophiala xenobiotica	7909.7	0
scaffold_9	42536	0.5066	0	180.5186	Eukaryota	960.3	0	Ascomycota	960.3	0	Chaetothyriales	960.3	0	Herpotrichiellaceae	960.3	0	Exophiala	960.3	0	Exophiala oligosperma	960.3	0
scaffold_10	32642	0.4872	0	226.0475	Eukaryota	1623.2	0	Ascomycota	1623.2	0	Chaetothyriales	1623.2	0	Herpotrichiellaceae	1623.2	0	Exophiala	1623.2	0	Exophiala oligosperma	1623.2	0
scaffold_11	23217	0.5116	0	167.8643	Eukaryota	928.7	0	Ascomycota	928.7	0	Eurotiales	928.7	0	Aspergillaceae	928.7	0	Penicillium	928.7	0	Penicillium digitatum	928.7	0
scaffold_12	22315	0.5172	0	169.0693	Eukaryota	519.6	0	Ascomycota	519.6	0	Chaetothyriales	519.6	0	Herpotrichiellaceae	519.6	0	Cladophialophora	519.6	0	Cladophialophora immunda	519.6	0
scaffold_13	18816	0.4944	0	214.8246	Eukaryota	2841.6000000000004	0	Ascomycota	2841.6000000000004	0	Ascomycota-undef	2841.6000000000004	0	Ascomycota-undef	2841.6000000000004	0	Cryomyces	2841.6000000000004	0	Cryomyces minteri	2841.6000000000004	0
scaffold_14	17887	0.507	290	333.5276	Eukaryota	642.1	0	Ascomycota	642.1	0	Chaetothyriales	642.1	0	Herpotrichiellaceae	642.1	0	Exophiala	642.1	0	Exophiala oligosperma	642.1	0
scaffold_15	16380	0.4668	0	211.5222	Eukaryota	634.0	0	Ascomycota	634.0	0	Chaetothyriales	634.0	0	Herpotrichiellaceae	634.0	0	Exophiala	634.0	0	Exophiala oligosperma	634.0	0
scaffold_16	15213	0.4749	0	217.8478	Eukaryota	555.8	0	Ascomycota	555.8	0	Chaetothyriales	555.8	0	Herpotrichiellaceae	555.8	0	Exophiala	555.8	0	Exophiala oligosperma	555.8	0
scaffold_17	14398	0.4976	0	183.404	Eukaryota	1527.6999999999998	0	Ascomycota	1527.6999999999998	0	Chaetothyriales	1527.6999999999998	0	Herpotrichiellaceae	1527.6999999999998	0	Exophiala	1527.6999999999998	0	Exophiala oligosperma	1527.6999999999998	0
scaffold_18	13738	0.477	1	239.7333	Eukaryota	934.8000000000001	0	Ascomycota	934.8000000000001	0	Chaetothyriales	934.8000000000001	0	Herpotrichiellaceae	934.8000000000001	0	Cladophialophora	934.8000000000001	0	Cladophialophora immunda	934.8000000000001	0
scaffold_19	13729	0.5111	0	183.4977	Eukaryota	1723.8	0	Ascomycota	1723.8	0	Chaetothyriales	1723.8	0	Herpotrichiellaceae	1723.8	0	Exophiala	1723.8	0	Exophiala oligosperma	1723.8	0
scaffold_20	12099	0.5037	0	171.3266	Eukaryota	1707.9	0	Ascomycota	1707.9	0	Chaetothyriales	1707.9	0	Herpotrichiellaceae	1707.9	0	Exophiala	1707.9	0	Exophiala oligosperma	1707.9	0
scaffold_21	11024	0.2917	0	2034.104	Eukaryota	682.2	0	Ascomycota	682.2	0	Chaetothyriales	682.2	0	Herpotrichiellaceae	682.2	0	Exophiala	682.2	0	Exophiala dermatitidis	682.2	0
scaffold_22	9424	0.4832	0	332.1308	Eukaryota	503.1	0	Ascomycota	503.1	0	Chaetothyriales	503.1	0	Herpotrichiellaceae	503.1	0	Exophiala	503.1	0	Exophiala oligosperma	503.1	0
scaffold_23	9365	0.4896	0	220.6785	Eukaryota	472.6	0	Ascomycota	472.6	0	Chaetothyriales	472.6	0	Herpotrichiellaceae	472.6	0	Exophiala	472.6	0	Exophiala dermatitidis	472.6	0
scaffold_24	9117	0.5069	0	191.7873	Eukaryota	443.7	0	Ascomycota	443.7	0	Chaetothyriales	443.7	0	Herpotrichiellaceae	443.7	0	Exophiala	443.7	0	Exophiala oligosperma	443.7	0
scaffold_25	8298	0.3349	0	261.0954	Eukaryota	342.8	0	Ascomycota	342.8	0	Eurotiales	342.8	0	Aspergillaceae	342.8	0	Penicillium	342.8	0	Penicillium nalgiovense	342.8	0
scaffold_26	7063	0.5023	0	335.8185	Eukaryota	555.8	0	Ascomycota	555.8	0	Chaetothyriales	555.8	0	Herpotrichiellaceae	555.8	0	Exophiala	555.8	0	Exophiala oligosperma	555.8	0
scaffold_27	6732	0.5097	0	358.8703	Eukaryota	942.6	0	Ascomycota	942.6	0	Chaetothyriales	942.6	0	Herpotrichiellaceae	942.6	0	Exophiala	942.6	0	Exophiala oligosperma	942.6	0
scaffold_28	5997	0.4922	0	173.1849	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
scaffold_29	5686	0.4875	0	463.4481	Eukaryota	1162.5	0	Ascomycota	1162.5	0	Chaetothyriales	1162.5	0	Herpotrichiellaceae	1162.5	0	Exophiala	1162.5	0	Exophiala oligosperma	1162.5	0
scaffold_30	5085	0.2553	0	3294.1701	Eukaryota	1126.7	0	Ascomycota	1126.7	0	Chaetothyriales	1126.7	0	Herpotrichiellaceae	1126.7	0	Exophiala	1126.7	0	Exophiala dermatitidis	1126.7	0
scaffold_31	5080	0.4927	0	172.026	Eukaryota	751.9	0	Ascomycota	751.9	0	Chaetothyriales	751.9	0	Herpotrichiellaceae	751.9	0	Exophiala	751.9	0	Exophiala oligosperma	751.9	0
scaffold_32	4579	0.5036	0	319.0508	Eukaryota	464.5	0	Ascomycota	464.5	0	Chaetothyriales	464.5	0	Herpotrichiellaceae	464.5	0	Exophiala	464.5	0	Exophiala oligosperma	464.5	0
scaffold_33	4281	0.491	0	453.0741	Eukaryota	419.1	0	Ascomycota	419.1	0	Chaetothyriales	419.1	0	Herpotrichiellaceae	419.1	0	Exophiala	419.1	0	Exophiala oligosperma	419.1	0
scaffold_34	4165	0.5128	0	344.7493	Eukaryota	776.9	0	Ascomycota	776.9	0	Chaetothyriales	776.9	0	Herpotrichiellaceae	776.9	0	Exophiala	776.9	0	Exophiala oligosperma	776.9	0
