## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_6233.Exophiala.xenobiotica.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_6233.Exophiala.xenobiotica.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_6233.Exophiala.xenobiotica.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1	5755959	0.5192	1846	114.3421	Eukaryota	8255.6	0	Ascomycota	8255.6	0	Chaetothyriales	8255.6	0	Herpotrichiellaceae	8255.6	0	Exophiala	8255.6	0	Exophiala xenobiotica	8255.6	0
scaffold_2	2247	0.2612	0	2166.3131	Eukaryota	567.0	0	Ascomycota	567.0	0	Chaetothyriales	567.0	0	Herpotrichiellaceae	567.0	0	Exophiala	567.0	0	Exophiala dermatitidis	567.0	0
scaffold_3	4640389	0.5153	1402	115.6871	Eukaryota	5864.3	0	Ascomycota	5864.3	0	Chaetothyriales	5864.3	0	Herpotrichiellaceae	5864.3	0	Exophiala	5864.3	0	Exophiala xenobiotica	5864.3	0
scaffold_4	4565838	0.5201	824	112.8053	Eukaryota	8315.3	0	Ascomycota	8315.3	0	Chaetothyriales	8315.3	0	Herpotrichiellaceae	8315.3	0	Exophiala	8315.3	0	Exophiala xenobiotica	8315.3	0
scaffold_5	3776777	0.5202	1012	115.3544	Eukaryota	7282.6	0	Ascomycota	7282.6	0	Chaetothyriales	7282.6	0	Herpotrichiellaceae	7282.6	0	Exophiala	7282.6	0	Exophiala xenobiotica	7282.6	0
scaffold_6	3967130	0.518	1214	114.1876	Eukaryota	4769.9	0	Ascomycota	4769.9	0	Chaetothyriales	4769.9	0	Herpotrichiellaceae	4769.9	0	Exophiala	4769.9	0	Exophiala xenobiotica	4769.9	0
scaffold_7	3860044	0.512	1799	115.773	Eukaryota	4801.1	0	Ascomycota	4801.1	0	Chaetothyriales	4801.1	0	Herpotrichiellaceae	4801.1	0	Exophiala	4801.1	0	Exophiala xenobiotica	4801.1	0
scaffold_8	3769237	0.5199	1292	114.7854	Eukaryota	7995.6	0	Ascomycota	7995.6	0	Chaetothyriales	7995.6	0	Herpotrichiellaceae	7995.6	0	Exophiala	7995.6	0	Exophiala xenobiotica	7995.6	0
scaffold_9	10066	0.4283	0	136.0878	Eukaryota	678.3	0	Ascomycota	678.3	0	Chaetothyriales	678.3	0	Herpotrichiellaceae	678.3	0	Fonsecaea	678.3	0	Fonsecaea erecta	678.3	0
scaffold_10	2394	0.2247	0	2757.7793	Eukaryota	464.9	0	Ascomycota	464.9	0	Chaetothyriales	464.9	0	Herpotrichiellaceae	464.9	0	Exophiala	464.9	0	Exophiala dermatitidis	464.9	0
scaffold_11	2028	0.2821	0	2089.0198	Eukaryota	497.3	0	Ascomycota	497.3	0	Chaetothyriales	497.3	0	Herpotrichiellaceae	497.3	0	Exophiala	497.3	0	Exophiala dermatitidis	497.3	0
scaffold_12	1936	0.2836	0	2691.4934	Eukaryota	390.6	0	Ascomycota	390.6	0	Chaetothyriales	390.6	0	Herpotrichiellaceae	390.6	0	Exophiala	390.6	0	Exophiala dermatitidis	390.6	0
scaffold_13	1912	0.3159	0	2105.2531	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
scaffold_14	1753	0.51	0	121.3825	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
scaffold_15	1429	0.2246	0	2866.8439	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
scaffold_16	1375	0.2131	0	2366.5159	Eukaryota	319.3	0	Ascomycota	319.3	0	Chaetothyriales	319.3	0	Herpotrichiellaceae	319.3	0	Exophiala	319.3	0	Exophiala dermatitidis	319.3	0
scaffold_17	1326	0.2677	0	2202.2659	Eukaryota	253.8	0	Ascomycota	253.8	0	Chaetothyriales	253.8	0	Herpotrichiellaceae	253.8	0	Exophiala	253.8	0	Exophiala dermatitidis	253.8	0
