## 1.1.1
## assembly	: /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/genomes/CCFEE_5823.Exophiala.xenobiotica.sorted.fasta
## coverage	 bam0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/bam/CCFEE_5823.Exophiala.xenobiotica.remap.bam
## taxonomy	 tax0 - /bigdata/stajichlab/tkurb001/2020/Illumina_Black_Yeasts/Xenobiotica/blobplot/taxonomy/CCFEE_5823.Exophiala.xenobiotica.diamond.tab.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
scaffold_1	5652515	0.5184	3019	225.2365	Eukaryota	8255.2	0	Ascomycota	8255.2	0	Chaetothyriales	8255.2	0	Herpotrichiellaceae	8255.2	0	Exophiala	8255.2	0	Exophiala xenobiotica	8255.2	0
scaffold_2	6373	0.5136	0	2787.6051	Eukaryota	403.7	0	Ciliophora	403.7	0	Sporadotrichida	403.7	0	Oxytrichidae	403.7	0	Oxytricha	403.7	0	Oxytricha trifallax	403.7	0
scaffold_3	1711	0.4798	0	1354.9606	Eukaryota	209.5	0	Ascomycota	209.5	0	Eurotiales	209.5	0	Aspergillaceae	209.5	0	Aspergillus	209.5	0	Aspergillus sclerotioniger	209.5	0
scaffold_4	25996	0.2588	0	5670.8821	Eukaryota	1126.3	0	Ascomycota	1126.3	0	Chaetothyriales	1126.3	0	Herpotrichiellaceae	1126.3	0	Exophiala	1126.3	0	Exophiala dermatitidis	1126.3	0
scaffold_5	4467486	0.5179	3427	225.2461	Eukaryota	5886.6	0	Ascomycota	5886.6	0	Chaetothyriales	5886.6	0	Herpotrichiellaceae	5886.6	0	Exophiala	5886.6	0	Exophiala xenobiotica	5886.6	0
scaffold_6	4992851	0.5192	1837	223.5732	Eukaryota	8338.0	0	Ascomycota	8338.0	0	Chaetothyriales	8338.0	0	Herpotrichiellaceae	8338.0	0	Exophiala	8338.0	0	Exophiala xenobiotica	8338.0	0
scaffold_7	3947746	0.5178	1420	224.185	Eukaryota	7284.9	0	Ascomycota	7284.9	0	Chaetothyriales	7284.9	0	Herpotrichiellaceae	7284.9	0	Exophiala	7284.9	0	Exophiala xenobiotica	7284.9	0
scaffold_8	3873947	0.5194	1291	225.75	Eukaryota	4578.0	0	Ascomycota	4578.0	0	Chaetothyriales	4578.0	0	Herpotrichiellaceae	4578.0	0	Exophiala	4578.0	0	Exophiala xenobiotica	4578.0	0
scaffold_9	3531013	0.519	2598	226.1624	Eukaryota	4807.7	0	Ascomycota	4807.7	0	Chaetothyriales	4807.7	0	Herpotrichiellaceae	4807.7	0	Exophiala	4807.7	0	Exophiala xenobiotica	4807.7	0
scaffold_10	3575028	0.5201	1015	227.2334	Eukaryota	7909.7	0	Ascomycota	7909.7	0	Chaetothyriales	7909.7	0	Herpotrichiellaceae	7909.7	0	Exophiala	7909.7	0	Exophiala xenobiotica	7909.7	0
scaffold_11	72448	0.4965	0	247.9784	Eukaryota	1096.7	0	Ascomycota	1096.7	0	Chaetothyriales	1096.7	0	Herpotrichiellaceae	1096.7	0	Exophiala	1096.7	0	Exophiala oligosperma	1096.7	0
scaffold_12	67193	0.511	0	233.0053	Eukaryota	1020.0	0	Ascomycota	1020.0	0	Chaetothyriales	1020.0	0	Herpotrichiellaceae	1020.0	0	Exophiala	1020.0	0	Exophiala dermatitidis	1020.0	0
scaffold_13	66203	0.513	0	260.3109	Eukaryota	593.6	0	Ascomycota	593.6	0	Chaetothyriales	593.6	0	Herpotrichiellaceae	593.6	0	Cladophialophora	593.6	0	Cladophialophora psammophila	593.6	0
scaffold_14	62737	0.5105	0	227.9296	Eukaryota	2293.8	0	Ascomycota	2293.8	0	Chaetothyriales	2293.8	0	Herpotrichiellaceae	2293.8	0	Cladophialophora	2293.8	0	Cladophialophora immunda	2293.8	0
scaffold_15	62021	0.5256	97	237.0617	Eukaryota	1793.4	0	Ascomycota	1793.4	0	Ascomycota-undef	1793.4	0	Pseudeurotiaceae	1793.4	0	Pseudogymnoascus	1793.4	0	Pseudogymnoascus sp. 23342-1-I1	1793.4	0
scaffold_16	43855	0.5025	10	273.719	Eukaryota	764.6	0	Ascomycota	764.6	0	Chaetothyriales	764.6	0	Herpotrichiellaceae	764.6	0	Exophiala	764.6	0	Exophiala oligosperma	764.6	0
scaffold_17	42577	0.5094	0	229.0783	Eukaryota	1004.2	0	Ascomycota	1004.2	0	Chaetothyriales	1004.2	0	Herpotrichiellaceae	1004.2	0	Fonsecaea	1004.2	0	Fonsecaea multimorphosa	1004.2	0
scaffold_18	40032	0.4673	0	234.4285	Eukaryota	2105.8	0	Ascomycota	2105.8	0	Ascomycota-undef	2105.8	0	Pseudeurotiaceae	2105.8	0	Pseudogymnoascus	2105.8	0	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	2105.8	0
scaffold_19	38832	0.5007	0	241.7416	Eukaryota	445.7	0	Ascomycota	445.7	0	Chaetothyriales	445.7	0	Herpotrichiellaceae	445.7	0	Exophiala	445.7	0	Exophiala oligosperma	445.7	0
scaffold_20	35379	0.5092	0	230.7208	Eukaryota	540.8	0	Ascomycota	540.8	0	Chaetothyriales	540.8	0	Herpotrichiellaceae	540.8	0	Exophiala	540.8	0	Exophiala spinifera	540.8	0
scaffold_21	32472	0.5002	0	235.8381	Eukaryota	1177.2	0	Ascomycota	1177.2	0	Chaetothyriales	1177.2	0	Herpotrichiellaceae	1177.2	0	Exophiala	1177.2	0	Exophiala oligosperma	1177.2	0
scaffold_22	28208	0.5077	0	230.8795	Eukaryota	944.1	0	Ascomycota	944.1	0	Chaetothyriales	944.1	0	Herpotrichiellaceae	944.1	0	Fonsecaea	944.1	0	Fonsecaea pedrosoi	944.1	0
scaffold_23	27256	0.5141	0	219.9281	Eukaryota	608.2	0	Ascomycota	608.2	0	Ascomycota-undef	608.2	0	Myxotrichaceae	608.2	0	Amorphotheca	608.2	0	Amorphotheca resinae	608.2	0
scaffold_24	25560	0.5049	98	234.2718	Eukaryota	637.9	0	Ascomycota	637.9	0	Chaetothyriales	637.9	0	Herpotrichiellaceae	637.9	0	Cladophialophora	637.9	0	Cladophialophora psammophila	637.9	0
